"idnum","obs","distance","avgdirection","avgthrust"
"48085030202",553,24.9983154872351,4.35731998715395,2.72080550694286
"48085031100",1758,24.0361928795229,3.61329077978677,2.64501451597362
"48085031706",697,9.01308816548666,4.6856399183907,0.514818665279489
"48085031709",1537,10.0098554052087,4.10707241653448,0.687775800375649
"48097001100",761,15.3400967588685,5.05813186585741,2.99546887489127
"48113008200",1030,10.3024690066597,2.77031261068185,0.803920876649958
"48113009804",216,12.8043949817007,2.11208672069909,0.248740234516437
"48113011103",389,14.2919618515203,1.96423536837415,1.19551421845908
"48113011602",495,17.2535284964613,2.30291553849873,1.64716302467532
"48113012211",352,12.9389395255879,2.60932729231165,0.99141892642941
"48113012302",558,12.8898969560226,2.65130555011032,1.05381021946204
"48113012400",1182,11.2181446819312,2.69850184247613,0.986528705843341
"48113012900",1496,9.75926827822226,2.78915872100478,0.757378509795766
"48113017304",1940,16.3547690459595,2.64549162917738,1.79775129666064
"48113019025",1189,12.7340407979621,3.37811652257298,1.19922114681821
"48121021408",1905,16.6875781382001,5.18699150847039,1.5202683341966
"48121021513",1151,14.9339309678816,5.22455883270097,1.24141228421954
"48121021621",1313,10.6263141009515,5.06800847363556,0.539963196076498
"48121021622",1764,11.3919826832338,5.12677546516718,0.579695181220588
"48147950402",629,15.5889491719664,3.74842124697495,1.85040470453947
"48181000902",668,12.2832182596663,4.51384129359931,2.8214732238635
"48213950100",694,14.8987211444859,0.288973480622536,0.356753958767368
"48213950300",550,15.2078356933048,0.766492843412353,0.721729701886003
"48213950400",344,16.7345692157631,5.80391110704915,0.707901778911207
"48213950500",178,18.4352399481518,5.63417932630163,0.44341227191915
"48213950800",179,22.1788821231035,1.84569079714414,0.519879202287435
"48213951200",271,16.3966301718261,0.509489899383755,0.515199238064743
"48213951300",581,11.9804959103345,0.390035992427909,1.22029580358356
"48213951400",443,20.6336754275888,0.549037085178843,1.14149875310728
"48217960900",132,21.0952034234921,1.25020937660613,1.7872442012923
"48251130302",749,20.3569016178818,1.01289693015821,2.69041885850738
"48251130409",952,22.0493111150855,1.39997658746586,2.44654915177166
"48251131000",964,19.534921870666,1.14432386933826,2.69435544297681
"48251131100",682,19.2392989944042,1.14127738385539,2.67073195674676
"48257050203",2332,23.0463258235533,2.6369235837373,2.30845393258146
"48257050205",1822,19.9493645106042,2.96638290266209,2.0235834333204
"48349970200",675,16.8035794237837,2.11063303267271,2.51368745516282
"48367140501",1181,25.4644454347502,5.93137500540166,3.06627422663942
"48379950200",271,21.7122848556681,2.91993921700146,1.55860296744912
"48397040200",1749,18.2523998348353,3.44720659296392,1.84754053533196
"48439102302",672,16.1738183663524,0.361999162678413,1.84648877633974
"48439104505",281,13.1390630822286,0.70667303742065,1.22867328687668
"48439111516",1302,14.425778747024,1.26823320915837,1.14539684071826
"48439111531",1212,13.6852290829344,0.934180411941633,1.17494298762221
"48439113113",1316,10.1161845573827,5.07691088458699,0.0559842289760267
"48439113405",1263,13.581599384462,0.182322276893185,0.958731975148581
"48439114007",3368,14.9607447781385,6.00612096285674,1.51149746242995
"48467950200",213,16.7554259758886,4.93518491833123,1.01543655874591
"48113018124",4384,16.2401095410615,3.42907020480463,1.72062753187581
"48085030514",1788,16.9154820909837,4.10948901657384,1.63813090206215
"48085030528",2452,17.0173675580641,4.20401129465703,1.71293197416431
"48085030530",1879,17.9731363986374,4.21149742098158,1.71412090567352
"48085031311",3117,15.31953290767,3.43374881980904,1.59590699196444
"48085031630",1314,12.2026315318584,4.22059375684687,1.21953333359749
"48085031647",1019,9.70409581750545,4.8309281212075,0.652911204431123
"48085031656",855,10.1498388866429,4.80696433857799,1.02611585982398
"48085031664",1160,11.3152607877491,4.37461621808704,1.12517889607163
"48085031712",1704,9.76174588729915,4.92801135448829,0.589731616655504
"48085032012",701,12.8904218647611,3.80738048863366,1.26259874874975
"48097000100",798,20.4724985587682,4.89798137224028,3.10419238895796
"48113009101",529,12.742719360788,2.425729629907,1.16769156707456
"48113009202",378,15.8441769345006,2.38783337217728,1.37475939654044
"48113009304",299,16.783453585346,2.354844407965,1.41308950273398
"48113009608",935,9.02339814037866,4.48462831055981,0.257322624938245
"48113009611",654,9.10087548031044,6.0115917650218,0.0445200604393469
"48113012100",594,13.1967864561655,2.53721956934046,1.30414495179126
"48113014123",1960,11.0509258541318,5.43433882662821,0.606312066821052
"48113014308",467,10.1556282387967,0.796820137479308,0.231646099372376
"48113014406",658,10.4664771965887,0.634232674659895,0.433645211806787
"48113015100",937,10.7480446902237,1.17929337774642,0.514577247443376
"48113015206",677,10.3747526850946,1.11762429264337,0.47795144174413
"48113016521",810,13.8398486519208,1.24434202214391,1.01979721704409
"48113016625",2011,16.7417447257166,1.4665727832953,1.46186750904036
"48113017101",561,16.8231544437876,2.41243508505556,1.75043777568899
"48113017400",849,15.4103121611051,2.64879429311886,1.51972569611277
"48113017704",639,16.2272068177275,2.63981453085994,1.47804513769956
"48113017813",1008,13.5306614365682,2.81274160888324,1.26431881043163
"48113018139",1932,14.7104773172688,3.33567596038486,1.47842932031218
"48113019031",1725,10.3793060011702,3.61347360928779,0.973154020420785
"48113019039",1167,10.7657803050107,3.47219405248963,0.917422173007572
"48121020505",1678,15.222720369693,5.0600922789976,2.10423420973916
"48121020601",409,20.8910245837943,5.0382307030038,2.18904099366383
"48121021521",1099,14.4989651589887,4.8022950435907,1.22500294279641
"48121021750",1317,14.7446654354632,5.66571883181076,1.17739281974454
"48139060802",1634,21.3000226927499,1.33052211008,2.21759572036889
"48139061400",1441,22.0173188785222,2.01789139530425,3.13185463331368
"48181001700",564,17.8203083072859,4.36331833198627,2.6025013778092
"48213950601",130,23.5426713746562,0.875006474154548,0.265207706423002
"48213950602",246,17.4468285532158,1.80619791017243,0.857559174877037
"48213950700",146,26.7084503179963,2.09399307979633,1.81676332995709
"48213950902",155,19.4111845472182,0.837690516181383,1.20079829126628
"48251130800",378,22.7018377155314,1.07413627820159,2.87712124471264
"48257050204",1394,22.8745095708157,2.81361253660733,2.38715926052558
"48257050206",2978,20.583522228277,2.67619183928505,2.09012884092062
"48257051300",753,26.4508286913832,2.33007254703128,3.42219359045702
"48349970300",767,17.8477074850273,1.63639650122369,1.82902810193484
"48349970500",385,14.1200971206008,1.89486816208135,1.53468130076313
"48349970700",457,15.6670476461744,2.04314134119343,0.964888678709007
"48349970800",135,14.0371495634982,1.88360682062404,1.78747385659349
"48349970900",444,15.8095595862247,1.97291256454193,1.13418328017933
"48367140705",1600,20.5748330828512,0.0100726556908198,2.32892455256969
"48367140706",1759,16.5845443450366,0.0779519319911376,1.94341474667554
"48397040102",1800,17.8146961209397,3.45604379610835,1.72989727938162
"48439105513",361,15.6989256004418,0.525600078208367,1.71082012798453
"48439106201",252,12.397395762375,0.785472677488858,1.03707285277824
"48439106503",768,14.5285582694455,0.555027017376733,0.872333946083226
"48439106511",1438,13.7990590702906,0.623744631725983,0.762490392716119
"48439110906",884,17.0985937416872,0.577108757458038,1.68957517163546
"48439111204",1280,17.7792749723904,1.08324272887932,1.77898876804708
"48439113213",806,13.8934793076116,6.24346774329806,1.05356185927247
"48439113220",985,15.1062260999247,6.28226520539586,1.057398160232
"48439113403",541,13.6540103917288,0.0882999868053815,1.03913865624175
"48439113513",1284,10.4472025681731,6.15083132675999,0.219308133883382
"48439113628",1179,11.1914301381168,6.07417943437788,0.513945005373876
"48439113629",1062,12.256043624502,6.27570460259065,0.606467664199409
"48439113803",1240,13.8272915926104,5.62253116990401,0.883771432171599
"48439113812",1553,14.5034125262618,5.77796846999766,1.14265216873094
"48439113909",1732,12.9494445140408,5.48365575497097,0.762394529996703
"48439113918",1036,14.0689371633147,5.78232338756303,1.03883170623218
"48439113926",4103,16.9469880435831,5.82006577758881,1.58934809795892
"48439113928",2521,16.7058980793101,5.66078756622307,1.33025616738615
"48439114005",1954,16.5198957675588,5.9790329707614,1.65194435712977
"48439114008",2712,15.3365161236091,5.97410206393595,1.54916718676275
"48439122700",816,12.2987823677826,0.985045818439381,0.86838151248432
"48467950400",237,23.8168614199646,2.90742402661561,1.27984023771512
"48467950700",385,18.1622213460317,0.0927191998207204,0.457640961747728
"48085030302",1018,18.828225306303,4.53715720201442,1.83994602121201
"48085031632",1445,12.5116140949306,4.13576969270864,1.20730350611942
"48085031636",2001,11.2113049542638,4.26569179650001,1.13107406954449
"48085031638",2182,12.2158260404331,4.35252015584504,1.22625986764358
"48085031900",798,11.4753738595934,3.77177911014072,1.059350959282
"48085032008",1170,12.1946564916923,3.70488973733356,1.10305546241623
"48113000100",1412,9.11261047278602,2.52456114820376,0.890837874282239
"48113000405",375,10.4110052367917,2.03089829844623,0.633449408086368
"48113000900",1316,8.02503991941063,2.13720714668722,0.658026474642638
"48113004000",107,11.3993204849448,2.26981804983604,0.869759226772322
"48113007102",1234,7.77802189340537,1.52300501863155,0.272417917657595
"48113007809",637,9.36982556905977,2.86572253661636,0.560328952703638
"48113007820",332,12.2826781032081,3.05104793284379,0.642746857215755
"48113007910",1148,7.83625157991665,2.78583669841333,0.428567706827811
"48113009201",456,14.3975633782896,2.45298587796916,1.34853628062279
"48113009802",494,9.17600638013266,1.81454526009408,0.157337772374849
"48113009900",753,7.46844045873982,6.23701849294056,0.0684546067366346
"48113010102",322,10.8073209480049,1.83890948774432,0.62381935234533
"48113012207",752,11.9217520139156,2.70281540275933,1.1757233197462
"48113012210",441,11.5027085070057,2.79779561234073,1.02273608518981
"48113012601",585,12.9197867441328,2.95955804175555,1.1060835136225
"48113013806",1177,7.03010275027,5.71269972107951,0.134443342578967
