"GEOID","pop","landArea","popDens","pop1000","popDens1000","logPopDens","pct100","pct149","pct150","pluWht","pluBlk","pluAsn","pluHisp","loginc","pctOwn","pctRent","meanHHsz","housAge","logHousVal","thouHousVal","medianRent","logMedianRent"
"48121020505",6392,2.258109064145,2830.68701219719,6.392,2.83068701219719,7.94827472166943,4.31080361894625,1.27727514635444,94.4119212346993,1,0,0,0,10.4962341189874,78.1899714635141,21.8100285364859,"2.60",42,11.9791720453383,159.4,1145,7.04315991598834
"48121020506",1931,8.7390727162024,220.961658371361,1.931,0.220961658371361,5.39798919493405,NA,NA,NA,1,0,0,0,10.3804047280509,84.5949535192563,15.4050464807437,"2.56",32,12.0209471614035,166.2,679,6.5206211275587
"48121020601",5356,1.0703104337002,5004.15564621156,5.356,5.00415564621156,8.5180239754619,24.2331288343558,15.7975460122699,59.9693251533742,1,0,0,0,9.35582503871816,14.026517794836,85.973482205164,"2.39",48,11.7312574592872,124.4,802,6.68710860786651
"48121020602",9313,2.659869638866,3501.29941103823,9.313,3.50129941103823,8.16088943887409,9.82967371229222,6.54627539503386,83.6240508926739,1,0,0,0,10.2046656426557,57.0621468926554,42.9378531073446,"2.92",32,11.6465818497829,114.3,1053,6.95939851213398
"48121020700",2999,0.6050584410068,4956.54600737368,2.999,4.95654600737368,8.50846440766001,30.7259425998874,16.6572875633089,52.6167698368036,1,0,0,0,9.75382677798172,12.8818061088977,87.1181938911023,"1.87",48,12.0850343171531,177.2,719,6.57786135772105
"48121020800",5223,9.4470474708236,552.871150074221,5.223,0.55287115007422,6.31512497269912,27.2583701831965,16.8035375868604,55.9380922299432,1,0,0,0,9.62032856881193,24.1362530413625,75.8637469586375,"2.53",29,11.6360276621042,113.1,880,6.77992190747225
"48121020900",5110,0.6722684092674,7601.13063407009,5.11,7.60113063407009,8.93605228285042,41.2393162393162,17.6638176638177,41.0968660968661,1,0,0,0,8.93221251232921,7.7662129703763,92.2337870296237,"2.11",38,11.8851784388723,145.1,666,6.50128967054039
"48121021000",6240,0.776356929161,8037.54016434618,6.24,8.03754016434618,8.99187836565267,42.2927461139896,22.4740932642487,35.2331606217617,1,0,0,0,8.64751945309181,16.3706563706564,83.6293436293436,"2.30",38,11.2580332153414,77.5,852,6.74758652682932
"48121021100",2952,0.5489014204256,5378.01486779013,2.952,5.37801486779013,8.59007460138247,33.6292428198433,14.8825065274151,51.4882506527415,1,0,0,0,9.67224882350756,3.8483630097645,96.1516369902355,"1.70",34,11.2541547360129,77.2,815,6.70318811324086
"48121021201",6361,3.4008244712068,1870.42878979954,6.361,1.87042878979954,7.5339229829216,18.996282527881,20.0371747211896,60.9665427509294,1,0,0,0,9.76818316050523,1.21056493030081,98.7894350696992,"2.33",20,11.3456895455943,84.6,958,6.86484777797086
"48121021202",4934,1.5310739883186,3222.5745049842,4.934,3.2225745049842,8.07793585478943,9.34755332496863,12.3588456712673,78.2936010037641,1,0,0,0,9.75649452879547,61.1584327086882,38.8415672913118,"2.93",36,11.7667921889273,128.9,1048,6.95463886488099
"48121021301",4351,0.5416430851678,8032.96510035214,4.351,8.03296510035214,8.9913089916296,40.9090909090909,11.2121212121212,47.8787878787879,1,0,0,0,9.37797121336013,0.253968253968254,99.7460317460317,"2.76",26,NA,NA,957,6.86380339145295
"48121021303",7918,1.7723206815358,4467.58878485731,7.918,4.46758878485731,8.40460412033523,2.15189873417722,2.87974683544304,94.9683544303797,1,0,0,0,10.2586062862076,87.2932985204526,12.7067014795474,"2.99",17,12.0209471614035,166.2,1709,7.44366368311559
"48121021304",5543,3.6803964410004,1506.0877513764,5.543,1.5060877513764,7.31727067450855,4.98243372724369,6.80293835835197,88.2146279144043,1,0,0,0,10.3658054722371,55.639431616341,44.360568383659,"2.46",25,12.3041063858015,220.6,931,6.83625927727707
