geoid,threshold,tot_jobs
120690301021001,30,-1
120690301021004,30,0
120690301021005,30,0
120690301021012,30,-1
120690301021021,30,0
120690301021022,30,11
120690301021026,30,0
120690301021029,30,0
120690301021030,30,0
120690301021031,30,0
120690301021032,30,0
120690301021033,30,0
120690301021035,30,0
120690301021037,30,0
120690301021039,30,0
120690301021042,30,0
120690301021043,30,0
120690301021044,30,0
120690301021045,30,0
120690301021046,30,0
120690301021047,30,1
120690301021048,30,1
120690301021049,30,1
120690301021050,30,0
120690301021051,30,-1
120690301021052,30,43
120690301021053,30,43
120690301021055,30,43
120690301021056,30,43
120690301021057,30,43
120690301021058,30,43
120690301021059,30,43
120690301021060,30,43
120690301021061,30,43
120690301021062,30,43
120690301021063,30,43
120690301021064,30,0
120690301021066,30,3
120690301021067,30,3
120690301021068,30,1
120690301021069,30,1
120690301021070,30,1
120690301021071,30,1
120690301021072,30,1
120690301021073,30,1
120690301021074,30,1
120690301021075,30,1
120690301021076,30,1
120690301021078,30,0
120690301021079,30,6
120690301021080,30,60
120690301021081,30,11
120690301021082,30,11
120690301021084,30,1
120690301021085,30,1
120690301021086,30,1
120690301021087,30,1
120690301021088,30,1
120690301021089,30,1
120690301021090,30,1
120690301021091,30,-1
120690301021092,30,0
120690301021095,30,0
120690301021096,30,0
120690301021097,30,15
120690301021098,30,15
120690301021099,30,15
120690301021100,30,15
120690301021101,30,15
120690301021102,30,3
120690301021103,30,13
120690301021104,30,3
120690301021105,30,3
120690301021106,30,3
120690301021107,30,13
120690301021109,30,-1
120690301021111,30,0
120690301021112,30,10
120690301021113,30,6
120690301021116,30,0
120690301021117,30,-1
120690301021118,30,3
120690301021120,30,0
120690301021121,30,0
120690301021122,30,43
120690301021123,30,43
120690301021124,30,18
120690301021127,30,15
120690301021128,30,15
120690301021129,30,15
120690301021130,30,15
120690301021131,30,15
120690301021132,30,15
120690301021133,30,15
120690301021134,30,-1
120690301021135,30,0
120690301022002,30,-1
120690301022004,30,5
120690301022006,30,0
120690301022008,30,0
120690301022011,30,5
120690301022016,30,5
120690301022017,30,5
120690301022018,30,5
120690301022019,30,5
120690301022020,30,5
120690301022021,30,56
120690301022022,30,56
120690301022023,30,5
120690301022024,30,5
120690301022025,30,5
120690301022026,30,5
120690301022027,30,70
120690301022028,30,5
120690301022029,30,70
120690301022030,30,5
120690301022031,30,5
120690301022032,30,0
120690301022033,30,90
120690301022034,30,90
120690301022035,30,70
120690301022036,30,70
120690301022037,30,70
120690301022038,30,70
120690301022039,30,56
120690301022040,30,5
120690301022041,30,136
120690301022042,30,5
120690301022044,30,5
120690301022045,30,70
120690301022046,30,136
120690301022047,30,148
120690301022050,30,5
120690301022051,30,70
120690301022052,30,70
120690301022053,30,56
120690301022054,30,90
120690301022055,30,90
