geoid,threshold,tot_jobs
170059512001000,30,0
170059512001001,30,0
170059512001002,30,0
170059512001003,30,0
170059512001004,30,0
170059512001005,30,-1
170059512001006,30,0
170059512001007,30,5
170059512001008,30,5
170059512001009,30,0
170059512001010,30,0
170059512001011,30,5
170059512001012,30,5
170059512001013,30,5
170059512001014,30,1
170059512001015,30,1
170059512001016,30,0
170059512001017,30,0
170059512001018,30,0
170059512001019,30,0
170059512001020,30,0
170059512001021,30,0
170059512001022,30,0
170059512001023,30,0
170059512001024,30,0
170059512001025,30,0
170059512001026,30,0
170059512001027,30,0
170059512001028,30,0
170059512001029,30,7
170059512001030,30,7
170059512001031,30,0
170059512001032,30,0
170059512001033,30,7
170059512001034,30,0
170059512001035,30,7
170059512001036,30,7
170059512001037,30,0
170059512001038,30,0
170059512001039,30,0
170059512001040,30,0
170059512001041,30,0
170059512001042,30,0
170059512001043,30,0
170059512001044,30,47
170059512001045,30,0
170059512001046,30,0
170059512001047,30,0
170059512001048,30,0
170059512001049,30,0
170059512001050,30,0
170059512001051,30,2
170059512001052,30,0
170059512001053,30,0
170059512001054,30,0
170059512001055,30,0
170059512001056,30,0
170059512001057,30,0
170059512001058,30,0
170059512001059,30,0
170059512001060,30,0
170059512001061,30,0
170059512001062,30,4
170059512001063,30,0
170059512001064,30,0
170059512001065,30,0
170059512001066,30,0
170059512001067,30,0
170059512001068,30,0
170059512001069,30,0
170059512001070,30,0
170059512001071,30,0
170059512001072,30,0
170059512001073,30,0
170059512001074,30,0
170059512001075,30,0
170059512001076,30,0
170059512001077,30,0
170059512001078,30,0
170059512001079,30,0
170059512001081,30,0
170059512001082,30,8
170059512001083,30,8
170059512001086,30,0
170059512001087,30,0
170059512001088,30,0
170059512001090,30,0
170059512001091,30,0
170059512001092,30,0
170059512001093,30,0
170059512001094,30,4
170059512001096,30,0
170059512001097,30,0
170059512001098,30,0
170059512001099,30,0
170059512001100,30,0
170059512001101,30,0
170059512001102,30,0
170059512001103,30,0
170059512001104,30,3
170059512001105,30,9
170059512001106,30,9
170059512001107,30,0
170059512001108,30,0
170059512001109,30,4
170059512001110,30,4
170059512001111,30,0
170059512001113,30,0
170059512001114,30,3
170059512001115,30,3
170059512001116,30,4
170059512001117,30,2
170059512001118,30,0
170059512002000,30,5
170059512002001,30,14
170059512002002,30,14
170059512002003,30,14
170059512002004,30,0
170059512002005,30,0
170059512002006,30,2
170059512002007,30,2
170059512002008,30,5
170059512002011,30,9
170059512002012,30,12
170059512002014,30,0
170059512002015,30,12
170059512002016,30,9
170059512002017,30,8
170059512002019,30,9
170059512002021,30,5
170059512002022,30,14
170059512002023,30,9
170059512002024,30,14
170059512002025,30,9
170059512002026,30,14
170059512002027,30,14
170059512002028,30,0
170059512002029,30,0
170059512002030,30,0
170059512002031,30,0
170059512002032,30,0
170059512002033,30,8
170059512002034,30,8
170059512002035,30,0
170059512002036,30,8
170059512002037,30,8
170059512002038,30,8
170059512002040,30,0
170059512002041,30,0
170059512002042,30,56
170059512002043,30,274
170059512002044,30,2814
170059512002045,30,3306
170059512002046,30,958
170059512002047,30,3013
170059512002048,30,924
170059512002049,30,2923
170059512002050,30,437
170059512002051,30,9
170059512002052,30,2496
170059512002053,30,2612
170059512002054,30,935
170059512002055,30,446
170059512002056,30,2
170059512002057,30,7
170059512002058,30,2
170059512002059,30,0
170059512002060,30,2
170059512002061,30,2
170059512002062,30,20
170059512002063,30,2
170059512002064,30,7
170059512002065,30,0
170059512002066,30,7
170059512002067,30,7
170059512002068,30,9
170059512002069,30,3
170059512002070,30,7
170059512002071,30,7
170059512002072,30,6
170059512002073,30,7
170059512002074,30,7
170059512002075,30,7
170059512002076,30,7
170059512002077,30,7
170059512002078,30,7
170059512002079,30,7
170059512002080,30,7
170059512002081,30,7
170059512002082,30,7
170059512002083,30,7
170059512002084,30,7
170059512002085,30,7
170059512002086,30,7
170059512002087,30,7
170059512002088,30,7
170059512002089,30,7
170059512002090,30,7
170059512002091,30,7
170059512002092,30,7
170059512002093,30,7
170059512002094,30,7
170059512002095,30,1
170059512002096,30,1
170059512002097,30,7
170059512002098,30,7
170059512002099,30,7
170059512002100,30,6
170059512002101,30,7
170059512002102,30,1
170059512002103,30,7
170059512002104,30,17
170059512002105,30,17
170059512002106,30,7
170059512002107,30,7
170059512002108,30,19
170059512002109,30,447
170059512002110,30,968
170059512002111,30,946
170059512002112,30,957
170059512002113,30,10
170059512002114,30,7
170059512002115,30,7
170059512002116,30,3013
170059512002117,30,3001
170059512002118,30,3013
170059512002119,30,3061
170059512002120,30,0
170059512002121,30,19
170059512002122,30,988
170059512002123,30,476
170059512002124,30,2946
170059512002125,30,3023
170059512002126,30,3027
170059512002127,30,389
170059512002128,30,3118
170059512002129,30,3387
170059512002130,30,507
170059512002131,30,405
170059512002132,30,2026
170059512002133,30,2642
170059512002134,30,2591
170059512002135,30,2562
170059512002136,30,6
170059512002137,30,3058
170059512002138,30,3063
170059512002139,30,3052
170059512002140,30,2600
170059512002141,30,2568
170059512002142,30,3063
170059512002143,30,1014
170059512002144,30,2583
170059512002145,30,2625
170059512002146,30,2677
170059512002147,30,3166
170059512002148,30,3160
170059512002149,30,3152
170059512002150,30,2677
170059512002151,30,3166
170059512002152,30,2579
170059512002153,30,2560
170059512002154,30,3065
170059512002155,30,2482
170059512003000,30,0
170059512003001,30,25
170059512003002,30,25
170059512003003,30,25
170059512003004,30,25
170059512003005,30,25
170059512003006,30,25
170059512003007,30,25
170059512003008,30,52
170059512003009,30,52
170059512003010,30,104
170059512003011,30,129
170059512003012,30,104
170059512003013,30,105
170059512003014,30,129
170059512003015,30,104
170059512003016,30,25
170059512003017,30,52
170059512003018,30,52
170059512003019,30,25
170059512003020,30,52
170059512003021,30,52
170059512003022,30,52
170059512003023,30,25
170059512003024,30,25
170059512003025,30,25
170059512003026,30,25
170059512003027,30,25
170059512003028,30,25
170059512003029,30,25
170059512003030,30,129
170059512003031,30,52
170059512003032,30,52
170059512003033,30,129
170059512003034,30,52
170059512003035,30,52
170059512003036,30,52
170059512003037,30,52
170059512003038,30,52
170059512003039,30,52
170059512003040,30,52
170059512003041,30,52
170059512003042,30,52
170059512003043,30,52
170059512003044,30,52
170059512003045,30,52
170059512003046,30,52
170059512003047,30,52
170059512003048,30,52
170059512003049,30,52
170059512003050,30,52
170059512003051,30,52
170059512003052,30,25
170059512003053,30,25
170059512003054,30,52
170059512003055,30,25
170059512003056,30,25
170059512003057,30,0
170059512003058,30,9
170059512003059,30,0
170059512003060,30,0
170059512003061,30,9
170059512003062,30,14
170059512003063,30,0
170059512003064,30,9
170059512003065,30,14
170059512003066,30,0
170059512003067,30,9
170059512003068,30,1
170059512003069,30,1
170059512003070,30,52
170059512003071,30,25
170059512003072,30,25
170059512003073,30,25
170059512003074,30,0
170059512003075,30,0
170059512003076,30,0
170059512003077,30,0
170059512003078,30,1
170059512003079,30,26
170059512003080,30,26
170059512003081,30,26
170059512003082,30,0
170059512003083,30,0
170059512003084,30,1
170059512003085,30,9
170059512003086,30,25
170059512003087,30,52
170059512003088,30,0
170059513001000,30,935
170059513001001,30,946
170059513001002,30,1634
170059513001003,30,2501
170059513001004,30,955
170059513001005,30,1595
170059513001006,30,2573
170059513001007,30,2909
170059513001008,30,973
170059513001009,30,985
170059513001010,30,1523
170059513001011,30,985
170059513001012,30,937
170059513001013,30,3042
170059513001014,30,2909
170059513001015,30,3063
170059513001016,30,3063
170059513001017,30,2985
170059513001018,30,3017
170059513001019,30,2941
170059513001020,30,3447
170059513001021,30,3447
170059513001022,30,3447
170059513001023,30,3442
170059513001024,30,3487
170059513001025,30,3442
170059513001026,30,3487
170059513001027,30,3488
170059513001028,30,3442
170059513001029,30,3487
170059513001030,30,3493
170059513001031,30,3443
170059513001032,30,3023
170059513001033,30,3029
170059513001034,30,3029
170059513001035,30,3392
170059513001036,30,3396
170059513001037,30,3391
170059513001038,30,3150
170059513001039,30,3063
170059513001040,30,3063
170059513001041,30,3063
170059513001042,30,3447
170059513001043,30,3447
170059513001044,30,3447
170059513001045,30,3447
170059513001046,30,3498
170059513001047,30,3498
170059513001048,30,3498
170059513001049,30,3498
170059513001050,30,3442
170059513001051,30,3497
170059513001052,30,3063
170059513001053,30,1004
170059513001054,30,1433
170059513001055,30,1708
170059513001056,30,1734
170059513001057,30,2712
170059513001058,30,2633
170059513001059,30,3042
170059513001060,30,3063
170059513001061,30,3063
170059513001062,30,3061
170059513001063,30,3042
170059513001064,30,2933
170059513001065,30,2750
170059513001066,30,2646
170059513001067,30,2923
170059513001068,30,3049
170059513001069,30,3444
170059513001070,30,2900
170059513001071,30,3486
170059513001072,30,3452
170059513001073,30,3452
170059513001074,30,2682
170059513001075,30,2026
170059513001076,30,2153
170059513001077,30,2549
170059513001078,30,3036
170059513001079,30,3036
170059513001080,30,3063
170059513001081,30,3160
170059513001082,30,3063
170059513001083,30,3158
170059513001084,30,3394
170059513001085,30,3063
170059513001086,30,3065
170059513002000,30,3061
170059513002001,30,3061
170059513002002,30,3158
170059513002003,30,3158
170059513002004,30,3158
170059513002005,30,3158
170059513002006,30,3391
170059513002007,30,3392
170059513002008,30,3397
170059513002009,30,3443
170059513002010,30,3443
170059513002011,30,3397
170059513002012,30,3392
170059513002013,30,3392
170059513002014,30,3392
170059513002015,30,3158
170059513002016,30,3158
170059513002017,30,3158
170059513002018,30,3158
170059513002019,30,3158
170059513002020,30,3158
170059513002021,30,3063
170059513002022,30,3158
170059513002023,30,3158
170059513002024,30,3158
170059513002025,30,3165
170059513002026,30,3165
170059513002027,30,3392
170059513002028,30,3443
170059513002029,30,3443
170059513002030,30,3447
170059513002031,30,3447
170059513002032,30,3498
170059513002033,30,3498
170059513002034,30,3443
170059513002035,30,3497
170059513002036,30,3497
170059513002037,30,3443
170059513002038,30,3158
170059513002039,30,3164
170059513002040,30,3392
170059513002041,30,3497
170059513002042,30,3497
170059513002043,30,3497
170059513002044,30,3495
170059513002045,30,3497
170059513002046,30,3397
170059513002047,30,3454
170059513002048,30,3033
170059513002049,30,3524
170059513002050,30,3495
170059513003000,30,3495
170059513003001,30,3490
170059513003002,30,3488
170059513003003,30,3488
170059513003004,30,3488
170059513003005,30,3493
170059513003006,30,3486
170059513003007,30,3486
170059513003008,30,3491
170059513003009,30,3491
170059513003010,30,3497
170059513003011,30,3524
170059513003012,30,3519
170059513003013,30,3520
170059513003014,30,3520
170059513003015,30,3520
170059513003016,30,3489
170059513003017,30,3534
170059513003018,30,3539
170059513003019,30,3491
170059513003020,30,3518
170059513003021,30,3518
170059513003022,30,3519
170059513003023,30,3519
170059513003024,30,3518
170059513003025,30,3518
170059513003026,30,3566
170059513003027,30,3566
170059513003028,30,3566
170059513003029,30,3566
170059513003030,30,3574
170059513003031,30,3574
170059513003032,30,3526
170059513003033,30,3526
170059513003034,30,3576
170059513003035,30,3574
170059513003036,30,3574
170059513003037,30,3164
170059513003038,30,3156
170059513003039,30,3155
170059513003040,30,3164
170059513003041,30,3574
170059513003042,30,3576
170059513004000,30,2530
170059513004001,30,3486
170059513004002,30,3534
170059513004003,30,3534
170059513004004,30,3534
170059513004005,30,3493
170059513004006,30,3493
170059513004007,30,3493
170059513004008,30,3534
170059513004009,30,3534
170059513004010,30,3534
170059513004011,30,3534
170059513004012,30,3534
170059513004013,30,3534
170059513004014,30,3534
170059513004015,30,3534
170059513004016,30,3534
170059513004017,30,3124
170059513004018,30,3124
170059513004019,30,3124
170059513004020,30,3110
170059513004021,30,3110
170059513004022,30,3124
170059513004023,30,3124
170059513004024,30,3534
170059513004025,30,3539
170059513004026,30,3129
170059513004027,30,3127
170059513004028,30,3110
170059513004029,30,3110
170059513004030,30,3110
170059513004031,30,3110
170059513004032,30,3062
170059513004033,30,3115
170059513004034,30,3120
170059513004035,30,3147
170059513004036,30,3156
170059513004037,30,3147
170059513004038,30,3147
170059513004039,30,3147
170059513004040,30,3147
170059513004041,30,2631
170059513004042,30,2621
170059513004043,30,2655
170059513004044,30,2658
170059513004045,30,3147
170059513004046,30,3150
170059513004047,30,3147
170059513004048,30,3576
170059513004049,30,3157
170059513004050,30,3147
170059513004051,30,2527
170059513004052,30,2588
170059513004053,30,2653
170059513004054,30,2655
170059513004055,30,2657
170059513004056,30,2658
170059513004057,30,2655
170059513004058,30,3157
170059513004059,30,3157
170059513004060,30,2668
170059513004061,30,2655
170059513004062,30,2655
170059513004063,30,2652
170059513004064,30,2652
170059513004065,30,2622
170059513004066,30,2622
170059513004067,30,2652
170059513004068,30,2651
170059513004069,30,2622
170059513004070,30,2588
170059513004071,30,2576
170059513004072,30,2576
170059513005000,30,7
170059513005001,30,7
170059513005002,30,6
170059513005003,30,6
170059513005004,30,6
170059513005005,30,308
170059513005006,30,308
170059513005007,30,405
170059513005008,30,405
170059513005009,30,321
170059513005010,30,279
170059513005011,30,279
170059513005012,30,1939
170059513005013,30,2589
170059513005014,30,2589
170059513005015,30,2473
170059513005016,30,1939
170059513005017,30,98
