geoid,threshold,tot_jobs
100030002001000,30,7423
100030002001001,30,13445
100030002001002,30,14476
100030002001003,30,28831
100030002001004,30,20845
100030002001005,30,18200
100030002001006,30,26489
100030002001007,30,14571
100030002001008,30,17895
100030002001009,30,22365
100030002001010,30,17212
100030002001011,30,18491
100030002001012,30,19565
100030002001013,30,22352
100030002001014,30,23969
100030002001015,30,29635
100030002001016,30,24527
100030002001017,30,27886
100030002001018,30,28397
100030002001019,30,29591
100030002001020,30,34229
100030002001021,30,37035
100030002001022,30,33058
100030002002000,30,26671
100030002002001,30,29400
100030002002002,30,27032
100030002002003,30,28843
100030002002004,30,30681
100030002002005,30,32142
100030002002006,30,35566
100030002002007,30,36678
100030002002008,30,38148
100030002002009,30,37637
100030002002010,30,40789
100030002002011,30,37351
100030002002012,30,38005
100030002002013,30,42303
100030002002014,30,40853
100030002002015,30,40174
100030002002016,30,39456
100030002002017,30,38939
100030002002018,30,40386
100030002002019,30,40332
100030002002020,30,39812
100030002002021,30,39299
100030002002022,30,40167
100030002002023,30,39828
100030002002024,30,41469
100030002002025,30,43786
100030002002026,30,41959
100030002002027,30,41276
100030002002028,30,40824
100030002002029,30,39156
100030002002030,30,40420
100030002002031,30,39723
100030002002032,30,39015
100030002002033,30,40386
100030002002034,30,40373
100030002002035,30,41823
100030002002036,30,40122
100030002002037,30,40640
100030002003000,30,22311
100030002003001,30,21244
100030002003002,30,23016
100030002003003,30,26760
100030002003004,30,26840
100030002003005,30,28688
100030002003006,30,33995
100030002003007,30,32772
100030002003008,30,35677
100030002003009,30,35098
100030002003010,30,32643
100030002003011,30,35908
100030002003012,30,37563
100030002003013,30,34877
100030002003014,30,31518
100030002003015,30,31752
100030002003016,30,34804
100030002003017,30,37044
100030002003018,30,38602
100030002003019,30,39184
100030002003020,30,38514
100030002003021,30,34292
100030002004000,30,36876
100030002004001,30,33955
100030002004002,30,38029
100030002004003,30,36998
100030002004004,30,38373
100030002004005,30,34765
100030002004006,30,34753
100030002004007,30,38147
100030002004008,30,38655
100030002004009,30,40242
100030002004010,30,40206
100030002004011,30,41980
100030002004012,30,39614
100030002004013,30,41468
100030002005000,30,39158
100030002005001,30,40446
100030002005002,30,40025
100030002005003,30,41324
100030002005004,30,41935
100030002005005,30,42731
100030002005006,30,40693
100030002005007,30,40405
100030002005008,30,40489
100030002005009,30,43718
100030002005010,30,42031
100030002005011,30,41683
100030002005012,30,43431
100030002005013,30,43534
100030002005014,30,47057
100030002005015,30,47010
100030002005016,30,47709
100030002005017,30,49221
100030002005018,30,44488
100030002006000,30,35404
100030002006001,30,37470
100030002006002,30,44244
100030002006003,30,39994
100030002006004,30,31754
100030002006005,30,37596
100030002006006,30,44833
100030002006007,30,39858
100030002006008,30,41036
100030002006009,30,38913
100030002006010,30,37636
100030002006011,30,38748
100030002006012,30,39551
100030002006013,30,42656
100030002006014,30,44376
100030002006015,30,43595
100030002006016,30,44847
100030002006017,30,44766
100030002006018,30,43468
100030002006019,30,45384
100030002006020,30,47482
100030003001000,30,39330
100030003001001,30,47686
100030003001002,30,47956
100030003001003,30,41376
100030003001004,30,44298
100030003001005,30,50210
100030003001006,30,47620
100030003001007,30,45054
100030003001008,30,43087
100030003001009,30,46999
100030003001010,30,48811
100030003001011,30,50310
100030003001012,30,53649
100030003001013,30,49294
100030003001014,30,51538
100030003001015,30,50836
100030003001016,30,51843
100030003002000,30,44137
100030003002001,30,48265
100030003002002,30,48208
100030003002003,30,51261
100030003002004,30,49810
100030003002005,30,47937
100030003002006,30,47287
100030003002007,30,45917
100030003002008,30,50610
100030003002009,30,51723
100030003002010,30,51125
100030003003000,30,44739
100030003003001,30,47366
100030003003002,30,48762
100030003003003,30,47975
100030003003004,30,48103
100030003003005,30,44905
100030003003006,30,48071
100030003003007,30,50061
100030003003008,30,48340
100030003003009,30,48109
100030003003010,30,48753
100030003004000,30,49105
100030003004001,30,49534
100030003004002,30,49221
100030003004003,30,52000
100030003004004,30,51987
100030003004005,30,52555
100030003004006,30,52226
100030003004007,30,51245
100030003004008,30,49310
100030003004009,30,49438
100030003004010,30,52013
100030003004011,30,51238
100030003004012,30,53131
100030003004013,30,53229
100030003004014,30,53008
100030003004015,30,49498
100030004001000,30,52590
100030004001001,30,55032
100030004001002,30,54163
100030004001003,30,55880
100030004001004,30,53529
100030004001005,30,53597
100030004001006,30,54917
100030004001007,30,55311
100030004001008,30,52995
100030004001009,30,52503
100030004001010,30,53553
100030004001011,30,53218
100030004001012,30,52856
100030004001013,30,53554
100030004001014,30,53347
100030004001015,30,51919
100030004001016,30,53468
100030004001017,30,51471
100030004001018,30,54416
100030004001019,30,53252
100030004002000,30,51363
100030004002001,30,52886
100030004002002,30,51619
100030004002003,30,51606
100030004002004,30,53332
100030004002005,30,52376
100030004002006,30,54307
100030004002007,30,55553
100030004002008,30,53391
100030004002009,30,52668
100030004002010,30,51461
100030004002011,30,52180
100030004002012,30,53598
100030004002013,30,55410
100030004002014,30,57184
100030004002015,30,56791
100030004002016,30,57119
100030004002017,30,59044
100030004002018,30,58822
100030004002019,30,59410
100030004002020,30,59888
100030004003000,30,55969
100030004003001,30,51993
100030004003002,30,50379
100030004003003,30,46804
100030004003004,30,48990
100030004003005,30,49011
100030004003006,30,39845
100030004003009,30,50088
100030004003010,30,46681
100030004003011,30,48213
100030004003012,30,46403
100030004003013,30,51268
100030004003014,30,50957
100030004003015,30,56480
100030004003016,30,56431
100030004003017,30,53956
100030004003018,30,54970
100030004003019,30,55505
100030004003020,30,52661
100030004003021,30,53788
100030004003022,30,54337
100030004003023,30,55073
100030004003024,30,54373
100030004003025,30,54704
100030004003026,30,56013
100030004003027,30,58475
100030004003028,30,56839
100030004003029,30,59400
100030004003030,30,53186
100030004003031,30,52898
100030005001000,30,47738
100030005001001,30,48947
100030005001002,30,49440
100030005001003,30,49015
100030005001004,30,48885
100030005001005,30,46873
100030005001006,30,50256
100030005001007,30,48714
100030005001008,30,49078
100030005001009,30,50306
100030005001010,30,49260
100030005001011,30,48652
100030005002000,30,51086
100030005002001,30,51030
100030005002002,30,52520
100030005002003,30,52652
100030005002004,30,52344
100030005002005,30,52236
100030005002006,30,51292
100030005002007,30,51293
100030005002008,30,50231
100030005002009,30,51375
100030005002010,30,52418
100030005002011,30,52353
100030005002012,30,53020
100030005003000,30,53052
100030005003001,30,54247
100030005003002,30,54404
100030005003003,30,53920
100030005003004,30,53089
100030005003005,30,51821
100030005003006,30,54425
100030005003007,30,54680
100030005003008,30,53164
100030005003009,30,54569
100030005003010,30,54411
100030005003011,30,57053
100030005004000,30,56009
100030005004001,30,57132
100030005004002,30,58547
100030005004003,30,57957
100030005004004,30,58816
100030005004005,30,59107
100030005004006,30,57624
100030005004007,30,55898
100030005004009,30,57372
100030005004010,30,57258
100030005004011,30,58229
100030005004012,30,57536
100030006011000,30,42190
100030006011001,30,42817
100030006011002,30,42462
100030006011003,30,42897
100030006011004,30,36800
100030006011005,30,38255
100030006011006,30,40754
100030006011007,30,36848
100030006011008,30,39939
100030006011009,30,45333
100030006011010,30,42396
100030006011011,30,47688
100030006011012,30,42855
100030006011013,30,39311
100030006011014,30,37799
100030006011015,30,39116
100030006011016,30,39911
100030006011017,30,37524
100030006011018,30,38576
100030006011019,30,42400
100030006011020,30,42237
100030006011021,30,37141
100030006012000,30,48074
100030006012001,30,46952
100030006012002,30,43768
100030006012003,30,44688
100030006012004,30,45875
