geoid,threshold,tot_jobs
470159601001000,30,5
470159601001001,30,5
470159601001002,30,5
470159601001003,30,3
470159601001004,30,0
470159601001005,30,0
470159601001006,30,5
470159601001007,30,0
470159601001008,30,5
470159601001009,30,5
470159601001010,30,5
470159601001011,30,0
470159601001012,30,0
470159601001013,30,0
470159601001014,30,0
470159601001015,30,0
470159601001016,30,0
470159601001017,30,0
470159601001018,30,0
470159601001019,30,5
470159601001020,30,0
470159601001021,30,0
470159601001022,30,0
470159601001023,30,0
470159601001024,30,0
470159601001025,30,0
470159601001026,30,4
470159601001027,30,0
470159601001028,30,0
470159601001029,30,0
470159601001030,30,0
470159601001031,30,0
470159601001032,30,0
470159601001033,30,0
470159601001034,30,0
470159601001035,30,0
470159601001036,30,0
470159601001037,30,0
470159601001038,30,0
470159601001039,30,0
470159601001040,30,0
470159601001041,30,0
470159601001042,30,0
470159601001043,30,-1
470159601001044,30,0
470159601001045,30,0
470159601001046,30,0
470159601001047,30,0
470159601001048,30,9
470159601001049,30,0
470159601001050,30,0
470159601001051,30,0
470159601001052,30,0
470159601001053,30,0
470159601001054,30,0
470159601001055,30,0
470159601001056,30,0
470159601001057,30,0
470159601001058,30,0
470159601001059,30,0
470159601001060,30,0
470159601001061,30,0
470159601001062,30,0
470159601001063,30,0
470159601001064,30,0
470159601001065,30,0
470159601001066,30,0
470159601001067,30,0
470159601002000,30,0
470159601002001,30,6
470159601002002,30,6
470159601002003,30,0
470159601002004,30,6
470159601002005,30,6
470159601002006,30,6
470159601002007,30,6
470159601002008,30,6
470159601002009,30,7
470159601002010,30,7
470159601002011,30,7
470159601002012,30,0
470159601002013,30,1
470159601002014,30,0
470159601002015,30,0
470159601002016,30,7
470159601002017,30,1
470159601002018,30,7
470159601002019,30,0
470159601002020,30,0
470159601002021,30,0
470159601002022,30,0
470159601002023,30,0
470159601002024,30,0
470159601002025,30,0
470159601002026,30,0
470159601002027,30,0
470159601002028,30,3
470159601002029,30,0
470159601002030,30,4
470159601002031,30,3
470159601002032,30,1342
470159601002033,30,1049
470159601002034,30,1300
470159601002035,30,0
470159601002036,30,937
470159601002037,30,1325
470159601002038,30,1346
470159601002039,30,1325
470159601002040,30,0
470159601002041,30,997
470159601002042,30,1257
470159601002043,30,333
470159601002044,30,0
470159601002045,30,0
470159601002046,30,0
470159601002047,30,1257
470159601002048,30,773
470159601002049,30,1257
470159601002050,30,1325
470159601002051,30,1448
470159601002052,30,1510
470159601002053,30,1511
470159601002054,30,1452
470159601002055,30,1436
470159601002056,30,1436
470159601002057,30,44
470159601002058,30,3
470159601002059,30,0
470159601002060,30,0
470159601002061,30,3
470159601002063,30,0
470159601002064,30,0
470159601002065,30,0
470159601002066,30,1464
470159601002067,30,0
470159601002068,30,0
470159601002069,30,1452
470159601002070,30,1452
470159601002071,30,22
470159601002072,30,0
470159601002073,30,0
470159601002074,30,7
470159601003000,30,6
470159601003001,30,6
470159601003002,30,1
470159601003003,30,1
470159601003004,30,0
470159601003005,30,0
470159601003006,30,6
470159601003007,30,7
470159601003008,30,0
470159601003009,30,0
470159601003010,30,0
470159601003011,30,0
470159601003012,30,0
470159601003013,30,7
470159601003014,30,0
470159601003015,30,1
470159601003016,30,1
470159601003017,30,1
470159601003018,30,1
470159601003019,30,0
470159601003020,30,0
470159601003021,30,7
470159601003022,30,7
470159601003023,30,7
470159601003024,30,7
470159601003025,30,0
470159601003026,30,0
470159601003027,30,1
470159601003028,30,1
470159601003029,30,7
470159601003030,30,7
470159601003031,30,7
470159601003032,30,7
470159601003033,30,7
470159601003034,30,7
470159601003035,30,0
470159601003036,30,7
470159601003037,30,7
470159601003038,30,0
470159601003039,30,0
470159601003040,30,0
470159601003041,30,3
470159601003042,30,0
470159601003043,30,0
470159601003044,30,7
470159601003045,30,0
470159601003046,30,0
470159601003047,30,1
470159601003048,30,0
470159601003049,30,0
470159601003050,30,0
470159601003051,30,0
470159601003052,30,42
470159601003053,30,37
470159601003054,30,37
470159601003055,30,37
470159601003056,30,0
470159601003057,30,0
470159601003058,30,42
470159601003059,30,42
470159601003060,30,0
470159601003061,30,100
470159601003062,30,3
470159601003063,30,68
470159601003064,30,704
470159601003065,30,140
470159601003066,30,185
470159601003067,30,729
470159601003068,30,118
470159601003069,30,173
470159601003070,30,13
470159601003071,30,5
470159601003072,30,2
470159601003073,30,37
470159601003074,30,37
470159601003075,30,41
470159601003076,30,185
470159601003077,30,13
470159601003078,30,173
470159601003079,30,5
470159601003080,30,6
470159601003081,30,4
470159601003082,30,41
470159601003083,30,0
470159601003084,30,0
470159601003085,30,0
470159601003086,30,0
470159601003087,30,0
470159601003088,30,0
470159601003089,30,0
470159601003090,30,13
470159601003091,30,12
470159601003092,30,0
470159601003093,30,12
470159601003094,30,12
470159601003095,30,15
470159601003096,30,4
470159601003097,30,12
470159601003098,30,12
470159601003099,30,12
470159601003100,30,12
470159601003101,30,4
470159601003102,30,4
470159601003103,30,4
470159601003104,30,4
470159601003105,30,9
470159601003106,30,817
470159601003107,30,817
470159601003108,30,813
470159601003109,30,733
470159601003110,30,802
470159601003111,30,1340
470159601003112,30,1340
470159601003113,30,1340
470159601003114,30,1448
470159601003115,30,1348
470159601003116,30,838
470159601003117,30,1455
470159601003118,30,1459
470159601003119,30,1504
470159601003120,30,1451
470159601003121,30,1445
470159601003122,30,1458
470159601003123,30,1458
470159601003124,30,1350
470159601003125,30,1350
470159601003126,30,1451
470159601003127,30,1454
470159601003128,30,1445
470159601003129,30,1353
470159601003130,30,1
470159602001000,30,0
470159602001001,30,0
470159602001002,30,0
470159602001003,30,0
470159602001004,30,0
470159602001005,30,0
470159602001006,30,0
470159602001007,30,0
470159602001008,30,0
470159602001009,30,4
470159602001010,30,0
470159602001011,30,0
470159602001012,30,0
470159602001013,30,0
