geoid,threshold,tot_jobs
320030001011000,30,28912
320030001011001,30,15034
320030001011002,30,22101
320030001011003,30,13551
320030001011004,30,10308
320030001011005,30,14589
320030001011006,30,26919
320030001011007,30,30002
320030001011008,30,40630
320030001011009,30,30861
320030001011010,30,19918
320030001011011,30,17177
320030001011012,30,16145
320030001011013,30,17033
320030001011014,30,19725
320030001011015,30,20702
320030001011016,30,11801
320030001011017,30,20409
320030001012000,30,20229
320030001012001,30,19911
320030001012002,30,21563
320030001012003,30,19018
320030001012004,30,18604
320030001012005,30,12799
320030001012006,30,11080
320030001012007,30,14482
320030001012008,30,11625
320030001012009,30,17810
320030001012010,30,3964
320030001012011,30,20293
320030001012012,30,3964
320030001012013,30,28892
320030001012014,30,29162
320030001012015,30,30258
320030001013000,30,4885
320030001013001,30,16718
320030001013002,30,11103
320030001013003,30,24160
320030001013004,30,17867
320030001014000,30,15023
320030001014001,30,10678
320030001014002,30,13936
320030001014003,30,14197
320030001014004,30,16113
320030001014005,30,27745
320030001014006,30,13576
320030001014007,30,12127
320030001014008,30,18092
320030001014009,30,15663
320030001014010,30,17416
320030001014011,30,18373
320030001014012,30,23770
320030001014013,30,24579
320030001014014,30,20962
320030001014015,30,25238
320030001014016,30,28312
320030001014017,30,15059
320030001014018,30,16265
320030001014019,30,10116
320030001014020,30,20446
320030001015000,30,14165
320030001015001,30,17394
320030001015002,30,14933
320030001015003,30,16096
320030001015004,30,18095
320030001015005,30,15561
320030001015006,30,18739
320030001015007,30,17791
320030001015008,30,20783
320030001015009,30,21658
320030001015010,30,28164
320030001031000,30,9883
320030001031001,30,15723
320030001031002,30,11317
320030001031003,30,9419
320030001031004,30,10151
320030001031005,30,9269
320030001031006,30,10510
320030001031007,30,10154
320030001031008,30,9860
320030001031009,30,10791
320030001032000,30,14377
320030001032001,30,14891
320030001032002,30,14547
320030001032003,30,14277
320030001032004,30,11815
320030001032005,30,11176
320030001032006,30,12017
320030001032007,30,13171
320030001032008,30,11724
320030001033000,30,11602
320030001033001,30,11801
320030001033002,30,10052
320030001033003,30,12225
320030001033004,30,12728
320030001033005,30,12949
320030001033006,30,16338
320030001033007,30,13857
320030001033008,30,24726
320030001034000,30,18598
320030001034001,30,19200
320030001034002,30,18556
320030001034003,30,18976
320030001034004,30,13746
320030001034005,30,11757
320030001034006,30,14288
320030001034007,30,15307
320030001034008,30,17907
320030001034009,30,21810
320030001051000,30,19946
320030001051001,30,21645
320030001051002,30,25594
320030001051003,30,36670
320030001051004,30,34507
320030001051005,30,22315
320030001051006,30,26390
320030001051007,30,25575
320030001051008,30,24952
320030001051009,30,27453
320030001051010,30,26601
320030001051011,30,24271
320030001051012,30,21117
320030001051013,30,39659
320030001051014,30,29483
320030001051015,30,29960
320030001051016,30,31656
320030001052000,30,21344
320030001052001,30,30421
320030001052002,30,27117
320030001052003,30,29504
320030001052004,30,36219
320030001052005,30,29645
320030001052006,30,29526
320030001052007,30,33783
320030001052008,30,36215
320030001052009,30,28174
320030001052010,30,28170
320030001052011,30,37584
320030001052012,30,38683
320030001052013,30,34650
320030001053000,30,40256
320030001053001,30,46543
320030001053002,30,33214
320030001053003,30,37826
320030001053004,30,43430
320030001053005,30,42995
320030001053006,30,45117
320030001053007,30,46922
320030001053008,30,35177
320030001053009,30,38613
320030001053010,30,33364
320030001053011,30,38120
320030001053012,30,43293
320030001053013,30,71708
320030001053014,30,46512
320030001053015,30,46500
320030001061000,30,23191
320030001061001,30,25935
320030001061002,30,6115
320030001061003,30,6620
320030001061004,30,32112
320030001061005,30,6169
320030001062000,30,11401
320030001062001,30,7931
320030001062002,30,5900
320030001062003,30,8015
320030001062004,30,8036
320030001062005,30,11005
320030001062006,30,10871
320030001062007,30,8478
320030001062008,30,10238
320030001062009,30,10080
320030001062010,30,6401
320030001062011,30,6439
320030001062012,30,6544
320030001062013,30,20814
320030001062014,30,6665
320030001062015,30,6238
320030001062016,30,5223
320030001062017,30,7281
320030001062018,30,12543
320030001062019,30,10061
320030001062020,30,14347
320030001063000,30,20503
320030001063001,30,23851
320030001063002,30,18794
320030001063003,30,16082
320030001063004,30,13592
320030001063005,30,7516
320030001063006,30,23996
320030001063007,30,5155
320030001063008,30,2123
320030001071000,30,46949
320030001071001,30,28953
320030001071002,30,28581
320030001071003,30,24956
320030001071004,30,22114
320030001071005,30,19026
320030001071006,30,19311
