geoid,threshold,tot_jobs
060650301011000,30,21463
060650301011001,30,22845
060650301011002,30,21993
060650301011003,30,21638
060650301011004,30,19851
060650301011005,30,21136
060650301011006,30,19717
060650301011007,30,19745
060650301011008,30,18547
060650301011009,30,16715
060650301011010,30,20169
060650301011011,30,15813
060650301011012,30,17344
060650301011013,30,20169
060650301011014,30,15795
060650301011015,30,13017
060650301011016,30,14774
060650301011017,30,14320
060650301011018,30,11921
060650301011019,30,11359
060650301011020,30,12887
060650301011021,30,16758
060650301011022,30,15368
060650301011023,30,14991
060650301011024,30,13920
060650301011025,30,15373
060650301011026,30,15978
060650301011027,30,14694
060650301011028,30,17277
060650301011029,30,16668
060650301011030,30,9098
060650301031000,30,31957
060650301031001,30,34773
060650301031002,30,34806
060650301031003,30,31634
060650301031004,30,33788
060650301031005,30,32576
060650301032000,30,32270
060650301032001,30,24242
060650301032002,30,21760
060650301032003,30,22930
060650301032004,30,28979
060650301032005,30,15453
060650301032006,30,22131
060650301032007,30,33206
060650301032008,30,34293
060650301032009,30,32580
060650301032010,30,30918
060650301032011,30,31004
060650301032012,30,27942
060650301032013,30,30772
060650301032014,30,33063
060650301032015,30,34964
060650301032016,30,31284
060650301032017,30,34144
060650301032018,30,32883
060650301041000,30,1101
060650301041001,30,5261
060650301041002,30,4860
060650301041003,30,6001
060650301041004,30,8511
060650301041005,30,3511
060650301041006,30,7789
060650301041007,30,6173
060650301041008,30,7505
060650301041009,30,5700
060650301041010,30,5084
060650301041011,30,1705
060650301041012,30,6414
060650301041014,30,6935
060650301041015,30,6103
060650301041016,30,103
060650301041018,30,6202
060650301041020,30,6497
060650301041021,30,6266
060650301041022,30,7003
060650301041023,30,6055
060650301041024,30,6654
060650301041025,30,12600
060650301042000,30,11942
060650301042001,30,12233
060650301042002,30,11420
060650301042003,30,19221
060650301042004,30,17897
060650301042005,30,15756
060650301042006,30,18169
060650301042007,30,16125
060650301042008,30,20442
060650301042009,30,10090
060650301042010,30,6492
060650301042011,30,18308
060650301042012,30,20607
060650301042013,30,22760
060650301043000,30,9143
060650301043001,30,8281
060650301043002,30,11436
060650301043003,30,11658
060650301043004,30,11684
060650301043005,30,10263
060650301043006,30,8030
060650301043007,30,14822
060650301043008,30,10641
060650301043009,30,11462
060650301043010,30,9207
060650301043011,30,10530
060650301043012,30,9867
060650301043013,30,12081
060650301043014,30,12337
060650301043015,30,12013
060650301043016,30,11654
060650301043017,30,16251
060650301043018,30,18289
060650301043019,30,19255
060650301043020,30,23555
060650301043021,30,13352
060650301043022,30,7960
060650301043023,30,12999
060650301043024,30,9955
060650301043025,30,10097
060650301043026,30,10083
060650301043027,30,12561
060650301043028,30,10397
060650301043029,30,14340
060650302001002,30,0
060650302001003,30,10672
060650302001005,30,28608
060650302001006,30,22586
060650302001007,30,3351
060650302001008,30,29742
060650302001009,30,29523
060650302001010,30,0
060650302001014,30,10
060650302001015,30,2847
060650302001017,30,19509
060650302001018,30,21876
060650302001020,30,26396
060650302001021,30,30218
060650302001022,30,30230
060650302001023,30,29765
