geoid,threshold,tot_jobs
060690001001000,30,-1
060690001001001,30,0
060690001001002,30,0
060690001001003,30,0
060690001001004,30,0
060690001001005,30,0
060690001001006,30,10
060690001001007,30,92
060690001001008,30,110
060690001001009,30,94
060690001001010,30,94
060690001001011,30,0
060690001001012,30,78
060690001001013,30,77
060690001001014,30,94
060690001001015,30,77
060690001001016,30,0
060690001001017,30,0
060690001001018,30,0
060690001001019,30,0
060690001001020,30,0
060690001001021,30,0
060690001001022,30,0
060690001001023,30,-1
060690001001024,30,1
060690001001025,30,21
060690001001026,30,24
060690001001027,30,94
060690001001028,30,23
060690001001029,30,96
060690001001030,30,23
060690001001031,30,88
060690001001032,30,44
060690001001033,30,23
060690001001034,30,111
060690001001035,30,3
060690001001036,30,0
060690001001037,30,0
060690001001038,30,0
060690001001039,30,0
060690001001040,30,0
060690001001041,30,0
060690001001042,30,0
060690001001043,30,0
060690001001044,30,0
060690001001045,30,0
060690001001046,30,-1
060690001001047,30,0
060690001001048,30,0
060690001001049,30,0
060690001001050,30,-1
060690001001051,30,0
060690001001052,30,0
060690001001053,30,0
060690001001054,30,0
060690001001055,30,-1
060690001001056,30,0
060690001001057,30,0
060690001001058,30,1
060690001001059,30,0
060690001001060,30,-1
060690001001061,30,0
060690001001062,30,0
060690001001063,30,0
060690001001064,30,155
060690001001065,30,0
060690001002000,30,85
060690001002001,30,119
060690001002002,30,85
060690001002003,30,38
060690001002004,30,179
060690001002005,30,83
060690001002006,30,0
060690001002007,30,20
060690001002008,30,90
060690001002009,30,111
060690001002010,30,308
060690001002011,30,1480
060690001002012,30,1440
060690001002013,30,1591
060690001002014,30,1614
060690001002015,30,1638
060690001002016,30,1804
060690001002017,30,1875
060690001002018,30,1760
060690001002019,30,1773
060690001002020,30,2025
060690001002021,30,1654
060690001002022,30,1515
060690001002023,30,2192
060690001002024,30,2246
060690001002025,30,2050
060690001002026,30,1837
060690001002027,30,2341
060690001002028,30,2233
060690001002029,30,2224
060690001002030,30,2754
060690001002031,30,149
060690001002032,30,4380
060690001002033,30,3901
060690001002034,30,3546
060690001002035,30,175
060690001002036,30,183
060690001002037,30,176
060690001002038,30,176
060690001002039,30,183
060690001002040,30,181
060690001002041,30,176
060690001002042,30,181
060690001002043,30,181
060690001002044,30,153
060690001002045,30,153
060690001002046,30,157
060690001002047,30,1273
060690001002048,30,435
060690001002049,30,184
060690001002050,30,183
060690001002051,30,181
060690001002052,30,201
060690001002053,30,3183
060690001002054,30,4435
060690001002055,30,176
060690001003000,30,4
060690001003001,30,18
060690001003002,30,2
060690001003003,30,0
060690001003004,30,0
060690001003005,30,4
060690001003006,30,0
060690001003007,30,0
060690001003008,30,0
060690001003009,30,0
060690001003010,30,0
060690001003012,30,0
060690001003013,30,0
060690001003014,30,0
060690001003015,30,0
060690001003016,30,0
060690001003017,30,0
060690001003018,30,0
060690001003020,30,16
060690001003022,30,0
060690001003023,30,0
060690001003024,30,0
060690001003025,30,99
060690001003026,30,0
060690001003027,30,0
060690001003028,30,0
060690001003029,30,99
060690001003030,30,0
060690001003031,30,51
060690001003032,30,10
060690001003033,30,10
060690001003034,30,0
060690001003035,30,6
060690001003036,30,6
060690001003037,30,10
060690001003038,30,51
060690001003039,30,0
060690001003040,30,85
060690001003041,30,76
060690001003042,30,30
060690001003043,30,0
060690001003044,30,81
060690001003045,30,11
060690001003046,30,42
060690001003047,30,46
060690001003048,30,56
060690001003049,30,81
060690001003050,30,1563
060690001003051,30,1460
060690001003052,30,1563
060690001003053,30,1564
060690001003054,30,1459
060690001003055,30,1649
060690001003056,30,1564
060690001003057,30,1985
060690001003058,30,1646
060690001003059,30,827
060690001003060,30,307
060690001003061,30,76
060690001003062,30,-1
060690001003063,30,2
060690001003064,30,2
060690001003065,30,0
060690001003066,30,0
060690001003067,30,0
060690001003068,30,0
060690001003069,30,0
060690001003070,30,0
060690001003071,30,0
060690001003072,30,3
060690001003073,30,93
060690001003074,30,611
060690001003075,30,733
060690001003076,30,1520
060690001003077,30,2137
060690001003078,30,2152
060690001003079,30,2025
060690001003080,30,1682
060690001003081,30,8
060690001003082,30,0
060690001003083,30,8
060690001003084,30,8
060690001003085,30,0
060690001003086,30,0
060690001003087,30,8
060690001003088,30,8
060690001003089,30,52
060690001003090,30,52
060690001003091,30,52
060690001003092,30,8
060690001003093,30,8
060690001003094,30,8
060690001003095,30,8
060690001003096,30,8
060690001003097,30,52
060690001003098,30,8
060690001003099,30,8
060690001003100,30,207
060690001003101,30,207
060690001003102,30,662
060690001003103,30,207
060690001003104,30,207
060690001003105,30,8
060690001003106,30,8
060690001003107,30,52
060690001003108,30,8
060690001003109,30,662
060690001003110,30,2307
060690001003111,30,2834
060690001003112,30,557
060690001003113,30,728
060690001003114,30,0
060690001003115,30,209
060690001003116,30,662
060690001003117,30,662
