geoid,threshold,tot_jobs
080010078011000,30,30213
080010078011001,30,25488
080010078011002,30,23235
080010078011003,30,22197
080010078011004,30,20518
080010078011005,30,19869
080010078011006,30,20226
080010078011007,30,22577
080010078011008,30,20305
080010078011009,30,20305
080010078011010,30,25520
080010078011011,30,20794
080010078011012,30,28996
080010078011013,30,23645
080010078011014,30,36349
080010078012000,30,26191
080010078012001,30,24118
080010078012002,30,21981
080010078012003,30,22410
080010078012004,30,22428
080010078012005,30,22774
080010078012006,30,23273
080010078012007,30,27164
080010078012008,30,48924
080010078012009,30,32445
080010078012010,30,30858
080010078012011,30,28250
080010078012012,30,20354
080010078012013,30,22621
080010078012014,30,25193
080010078021000,30,20652
080010078021001,30,19703
080010078021002,30,19359
080010078021003,30,20441
080010078021004,30,23526
080010078021005,30,25114
080010078021006,30,29607
080010078021007,30,45728
080010078021008,30,36276
080010078021009,30,30379
080010078021010,30,24840
080010078021011,30,26453
080010078022000,30,25528
080010078022001,30,25528
080010078022002,30,21859
080010078022003,30,21891
080010078022004,30,31735
080010078022005,30,42056
080010078023000,30,22761
080010078023001,30,23553
080010078023002,30,25515
080010078023003,30,21601
080010078023004,30,29733
080010078023005,30,31133
080010078023006,30,22442
080010079001000,30,8260
080010079001001,30,6809
080010079001002,30,6757
080010079001003,30,7091
080010079001004,30,7789
080010079001005,30,7714
080010079001006,30,6884
080010079001007,30,6302
080010079001008,30,5482
080010079001009,30,5040
080010079001010,30,8942
080010079001011,30,9838
080010079001012,30,10834
080010079001013,30,10159
080010079001014,30,10681
080010079001015,30,13329
080010079001016,30,11821
080010079001017,30,13857
080010079001018,30,12510
080010079001019,30,11619
080010079001020,30,11556
080010079001021,30,11121
080010079001022,30,14757
080010079001023,30,16074
080010079001024,30,15447
080010079001025,30,16567
080010079001026,30,17703
080010079001027,30,16061
080010079001028,30,17692
080010079001029,30,22827
080010079001030,30,20511
080010079001031,30,23154
080010079001032,30,21909
080010079001033,30,20985
080010079001034,30,21018
080010079001035,30,20151
080010079002000,30,4441
080010079002001,30,4538
080010079002002,30,4701
080010079002003,30,9633
080010079002004,30,12008
080010079002005,30,12907
080010079002006,30,16608
080010079002007,30,21062
080010079002008,30,22620
080010079002009,30,17256
080010079002010,30,15924
080010079002011,30,21555
080010079003000,30,24154
080010079003001,30,21532
080010079003002,30,23738
080010079003003,30,22626
080010079003004,30,22937
080010079003005,30,21288
080010079003006,30,21646
080010079003007,30,19632
080010079003008,30,19970
080010079003009,30,20550
080010079003010,30,20926
080010079003011,30,21228
080010079003012,30,22761
080010079003013,30,26830
080010079004000,30,23604
080010079004001,30,22543
080010079004002,30,22993
080010079004003,30,20632
080010079004004,30,19221
080010079004005,30,19868
080010079004006,30,22798
080010079004007,30,21341
080010079004008,30,22139
080010079004009,30,22841
080010079004010,30,19728
080010079004011,30,20444
080010079004012,30,21980
080010079004013,30,22008
080010079004014,30,22700
080010079004015,30,20267
080010080001000,30,20117
080010080001001,30,21347
080010080001002,30,17062
080010080001003,30,17407
080010080001004,30,18235
080010080001005,30,20306
080010080001006,30,20211
080010080001007,30,21080
080010080001008,30,22649
080010080001009,30,19359
080010080001010,30,20313
080010080001011,30,18220
080010080001012,30,18407
080010080001013,30,18134
080010080001014,30,16617
080010080002000,30,21058
080010080002001,30,20395
080010080002002,30,20784
080010080002003,30,20286
080010080002004,30,19837
080010080002005,30,20779
080010080002006,30,22064
080010080002007,30,22038
080010080002008,30,22554
080010080002009,30,22680
080010080002010,30,20087
080010080002011,30,20782
080010080002012,30,24793
080010080002013,30,24557
080010080002014,30,22627
080010080002015,30,22627
