geoid,threshold,tot_jobs
060170302001000,30,2102
060170302001001,30,2102
060170302001002,30,1735
060170302001003,30,1114
060170302001004,30,1015
060170302001005,30,1736
060170302001006,30,1736
060170302001007,30,1762
060170302001008,30,1017
060170302001009,30,726
060170302001010,30,1699
060170302001011,30,657
060170302001012,30,534
060170302001013,30,767
060170302001014,30,767
060170302002000,30,2102
060170302002001,30,1256
060170302002002,30,1345
060170302002003,30,663
060170302002004,30,663
060170302002005,30,115
060170302002006,30,101
060170302002007,30,711
060170302002008,30,484
060170302002009,30,517
060170302002010,30,714
060170302002011,30,1153
060170302002012,30,243
060170302002013,30,842
060170302002014,30,1782
060170302002015,30,924
060170302002016,30,1293
060170302002017,30,1772
060170302002018,30,1188
060170302002019,30,1692
060170302002020,30,1776
060170302002021,30,1839
060170302002022,30,1682
060170302002023,30,1682
060170302002024,30,1700
060170302002025,30,1927
060170302002026,30,1694
060170302002027,30,1870
060170302002028,30,1682
060170302002029,30,1840
060170302002030,30,1968
060170302002031,30,1983
060170302002032,30,1682
060170302002033,30,1188
060170302002034,30,1900
060170302002035,30,1802
060170302002036,30,1820
060170302002037,30,1821
060170302002038,30,922
060170302002039,30,851
060170302002040,30,1682
060170302002041,30,1694
060170302003001,30,1063
060170302003004,30,1839
060170302003005,30,1613
060170302003006,30,709
060170302003007,30,1623
060170302003008,30,1739
060170302003009,30,1903
060170302003010,30,1672
060170302003011,30,1690
060170302003012,30,1663
060170302003013,30,1671
060170302003014,30,1672
060170302003015,30,1398
060170302003016,30,1966
060170302003017,30,727
060170302003018,30,1952
060170302003019,30,727
060170302003020,30,727
060170302003021,30,716
060170302004000,30,1203
060170302004001,30,1700
060170302004002,30,1739
060170302004003,30,1696
060170302004004,30,1639
060170302004005,30,1657
060170302004006,30,1010
060170302005000,30,1213
060170302005001,30,1952
060170302005002,30,2102
060170302005003,30,2189
060170302005004,30,2712
060170302005005,30,2712
060170302005006,30,2189
060170302005007,30,1213
060170302005008,30,1213
060170302005009,30,1213
060170302005010,30,2712
060170302005011,30,2712
060170302005012,30,2712
060170303011000,30,662
060170303011001,30,850
060170303011002,30,662
060170303011003,30,662
060170303011004,30,662
060170303011005,30,591
060170303011006,30,488
060170303011007,30,488
060170303011008,30,908
060170303011009,30,908
060170303011010,30,851
060170303011011,30,488
060170303011012,30,488
060170303011013,30,488
060170303011014,30,601
060170303011015,30,652
060170303011016,30,662
060170303011017,30,654
060170303011018,30,812
060170303011019,30,933
060170303011020,30,488
060170303011021,30,851
060170303011022,30,431
060170303011023,30,534
060170303011024,30,534
060170303011025,30,652
060170303011026,30,652
060170303011027,30,652
060170303012000,30,611
060170303012001,30,662
060170303012002,30,488
060170303012003,30,662
060170303012004,30,591
060170303012005,30,851
060170303012006,30,908
060170303012007,30,601
060170303012008,30,908
060170303012009,30,488
060170303012010,30,488
060170303012011,30,662
060170303012012,30,662
060170303012013,30,662
060170303012014,30,864
060170303012015,30,850
060170303012016,30,963
060170303012017,30,977
060170303012018,30,1059
060170303012019,30,961
060170303012020,30,894
060170303012021,30,850
060170303012022,30,692
060170303012023,30,662
060170303012024,30,611
060170303012025,30,611
060170303012026,30,488
060170303012027,30,1084
060170303012028,30,1016
060170303012029,30,1016
060170303012030,30,947
060170303012031,30,1323
060170303012032,30,1036
060170303012033,30,1036
060170303012034,30,1275
060170303012035,30,1323
060170303012036,30,1073
060170303012037,30,1191
060170303013000,30,1031
060170303013001,30,978
060170303013002,30,923
060170303013003,30,856
060170303013004,30,812
060170303013005,30,597
060170303013006,30,595
060170303013007,30,595
060170303013008,30,595
060170303013009,30,544
060170303013010,30,595
060170303013011,30,595
060170303013012,30,597
060170303013013,30,755
060170303013014,30,755
060170303013015,30,799
060170303013016,30,866
060170303013017,30,880
060170303013018,30,978
060170303013019,30,1026
060170303013020,30,1074
060170303013021,30,595
060170303013022,30,769
060170303013023,30,595
060170303013024,30,595
060170303013025,30,921
060170303021000,30,798
060170303021001,30,938
060170303021002,30,2137
060170303021003,30,949
060170303021004,30,936
060170303021005,30,2572
060170303021006,30,938
060170303021007,30,852
060170303021008,30,1360
060170303021009,30,1379
060170303021010,30,2127
060170303021011,30,893
060170303021012,30,1479
060170303021013,30,1480
060170303022000,30,289
060170303022001,30,289
060170303022002,30,289
060170303022003,30,289
060170303022004,30,289
060170303022005,30,709
060170303022006,30,289
060170303022007,30,289
060170303022008,30,289
060170303022009,30,289
060170303022010,30,289
060170303022011,30,289
060170303022012,30,289
060170303022013,30,289
060170303022014,30,709
060170303022015,30,289
060170303022016,30,289
060170303022017,30,289
060170303022018,30,289
060170303022019,30,289
060170303022020,30,709
060170303022021,30,289
060170303022022,30,709
060170303022023,30,709
060170303022024,30,772
060170303022025,30,709
060170303022026,30,289
060170303022027,30,709
060170303022028,30,709
060170303022029,30,772
060170303022030,30,772
060170303022031,30,709
060170303022032,30,709
060170303022033,30,709
060170303022034,30,772
060170303022035,30,709
060170303023000,30,772
060170303023001,30,772
060170303023002,30,772
060170303023003,30,785
060170303023004,30,785
060170303023005,30,772
060170303023006,30,785
060170303023007,30,822
060170303023008,30,822
060170303023009,30,785
060170303023010,30,843
060170303023011,30,859
060170303023012,30,885
060170303023013,30,1043
060170303023014,30,1092
060170303023015,30,785
060170303023016,30,772
060170303023017,30,772
060170303023018,30,772
060170303023019,30,772
060170303023020,30,772
060170303023021,30,772
060170303023022,30,772
060170303023023,30,709
060170303023024,30,709
060170303023025,30,289
060170303023026,30,1261
060170303023027,30,1262
060170303023028,30,885
060170303023029,30,885
060170303024000,30,709
060170303024001,30,289
060170303024002,30,289
060170303024003,30,709
060170303024004,30,709
060170303024005,30,289
060170303024006,30,289
060170303024007,30,289
060170303024008,30,709
060170303024009,30,772
060170303024010,30,772
060170303024011,30,289
060170303024012,30,772
060170303024013,30,772
060170303024014,30,772
060170303024015,30,709
060170303024016,30,772
060170303024017,30,772
060170303024018,30,772
060170303024019,30,772
060170303024020,30,772
060170303024021,30,772
060170303024022,30,772
060170303024023,30,772
060170303024024,30,772
060170303024025,30,772
060170303024026,30,772
060170303024027,30,772
060170303024028,30,772
060170304011000,30,295
060170304011002,30,325
060170304011003,30,1198
060170304011004,30,1159
060170304011005,30,648
060170304011006,30,1159
060170304011007,30,657
060170304011009,30,1057
060170304011010,30,530
060170304011011,30,42
060170304012000,30,1002
060170304012002,30,626
060170304012003,30,2463
060170304012005,30,2415
060170304012006,30,1837
060170304012007,30,1896
060170304012008,30,2352
060170304012009,30,2415
060170304012010,30,2669
060170304012011,30,1061
060170304012012,30,487
060170304012013,30,729
060170304012014,30,475
060170304012015,30,1871
060170304012016,30,1981
060170304013000,30,2258
060170304013001,30,3098
060170304013002,30,3097
060170304013003,30,2588
060170304013004,30,2650
060170304013005,30,3107
060170304013006,30,3108
060170304013007,30,2588
060170304013008,30,2260
060170304013009,30,3134
060170304013010,30,2609
060170304013011,30,3135
060170304013012,30,3133
060170304013013,30,2669
060170304013014,30,1218
060170304014000,30,3244
060170304014001,30,3501
060170304014002,30,3521
060170304014003,30,3522
060170304014004,30,3610
060170304014005,30,3396
060170304014006,30,3353
060170304014007,30,3397
060170304014008,30,3338
060170304014009,30,3338
060170304014010,30,3479
060170304014011,30,3629
060170304014012,30,3629
060170304014013,30,3561
060170304014014,30,3555
060170304014015,30,3566
060170304014016,30,3606
060170304014017,30,3592
060170304014018,30,3590
060170304014019,30,3284
060170304015000,30,2848
060170304015001,30,1634
060170304015002,30,1542
060170304015003,30,1542
060170304015004,30,1511
060170304015005,30,2812
060170304015006,30,2572
060170304015007,30,2955
060170304015008,30,2032
060170304015009,30,2095
060170304015010,30,3271
060170304015011,30,3273
060170304015012,30,3290
060170304015013,30,3230
060170304021000,30,1837
060170304021001,30,1712
060170304021002,30,1715
060170304021003,30,1791
060170304021004,30,1669
060170304021005,30,1667
060170304021006,30,1530
060170304021007,30,1669
060170304021008,30,1669
060170304021009,30,1674
060170304022000,30,2356
060170304022001,30,2157
060170304022002,30,2746
060170304022003,30,2746
060170304022004,30,2848
060170304022005,30,2347
060170304022006,30,2927
060170304022007,30,3459
060170304022008,30,3457
060170304022009,30,3548
060170304022010,30,2823
060170304022011,30,2833
060170304022012,30,2911
060170304022013,30,3422
060170304022014,30,2746
060170304022015,30,2911
060170304022016,30,2982
060170304022017,30,3457
060170304022018,30,3098
060170304022019,30,2211
060170304022020,30,1222
060170304022021,30,19
060170304022022,30,1657
060170304022023,30,1071
060170304022024,30,1071
060170304022025,30,2119
060170304022026,30,19
060170304022027,30,1913
060170304022028,30,19
060170304022029,30,19
060170304022030,30,1886
060170304022031,30,41
060170304022032,30,1071
060170304022033,30,1071
060170304023000,30,2093
060170304023001,30,2041
060170304023002,30,2041
060170304023003,30,3230
060170304023004,30,3284
060170304023005,30,3416
060170304023006,30,3230
060170304023007,30,2093
060170304023008,30,2039
060170304023009,30,1972
060170304023010,30,1855
060170304023011,30,1791
