geoid,threshold,tot_jobs
060371011101000,30,3075
060371011101001,30,2909
060371011101002,30,2909
060371011101003,30,3180
060371011101004,30,3594
060371011101005,30,3903
060371011101006,30,4505
060371011101007,30,4539
060371011101008,30,4078
060371011101009,30,3375
060371011101010,30,3375
060371011101011,30,3810
060371011102000,30,4767
060371011102001,30,5079
060371011102002,30,5762
060371011102003,30,5816
060371011102004,30,5905
060371011102005,30,6812
060371011102006,30,6812
060371011102007,30,8363
060371011102008,30,7273
060371011103000,30,4188
060371011103001,30,4014
060371011103002,30,3956
060371011103003,30,4439
060371011103004,30,4677
060371011103005,30,4972
060371011103006,30,5322
060371011103007,30,5549
060371011103008,30,4385
060371011221000,30,1510
060371011221001,30,36
060371011221002,30,380
060371011221003,30,2597
060371011221004,30,293
060371011221005,30,637
060371011221006,30,2975
060371011221007,30,2972
060371011221008,30,1651
060371011221009,30,2410
060371011221010,30,1530
060371011221011,30,3320
060371011221012,30,3425
060371011221013,30,3628
060371011221014,30,4073
060371011222000,30,22
060371011222001,30,1775
060371011222002,30,687
060371011222003,30,749
060371011222004,30,2314
060371011222005,30,1884
060371011222006,30,2710
060371011222007,30,2639
060371011222008,30,461
060371011222009,30,3516
060371011222010,30,2484
060371011222011,30,2946
060371011222012,30,43
060371011222013,30,3567
060371011222014,30,3281
060371011222015,30,3654
060371011222016,30,3869
060371011222017,30,818
060371012101000,30,5158
060371012101001,30,7130
060371012101002,30,7177
060371012101003,30,6521
060371012101004,30,8869
060371012101005,30,8937
060371012101006,30,7622
060371012101007,30,7818
060371012101008,30,9186
060371012101009,30,9463
060371012101010,30,9070
060371012101011,30,8866
060371012102000,30,5616
060371012102001,30,5699
060371012102002,30,6596
060371012102003,30,7389
060371012102004,30,7995
060371012102005,30,7984
060371012102006,30,7696
060371012102007,30,8315
060371012102008,30,7736
060371012102009,30,9749
060371012201000,30,5089
060371012201001,30,4951
060371012201002,30,4728
060371012201003,30,4407
060371012201004,30,4638
060371012201005,30,4533
060371012201006,30,6200
060371012201007,30,5296
060371012201008,30,6981
060371012202000,30,7262
060371012202001,30,7507
060371012202002,30,7562
060371012202003,30,6995
060371012202004,30,7928
060371012202005,30,7691
060371012202006,30,9277
060371012202007,30,8825
060371012202008,30,10520
060371012202009,30,8590
060371012202010,30,6985
060371012202011,30,9171
060371012202012,30,9538
060371012202013,30,10101
060371013001000,30,2779
060371013001001,30,1073
060371013001002,30,1766
060371013001003,30,1538
060371013001004,30,2779
060371013001005,30,2046
060371013001006,30,3853
060371013001007,30,2382
060371013001008,30,2172
060371013001009,30,3643
060371013001010,30,3969
060371013001011,30,4594
060371013001012,30,4392
060371013001013,30,7655
060371013001014,30,6683
060371013001015,30,5851
060371013001016,30,8372
060371013001017,30,10509
060371013001018,30,9865
060371013001019,30,10759
060371013001020,30,10507
060371013002000,30,11868
060371013002001,30,7363
060371013002002,30,7356
060371013002003,30,3551
060371013002004,30,3513
060371013002005,30,3108
060371013002006,30,4385
060371013002007,30,4385
060371013002008,30,3230
060371013002009,30,3230
060371013002010,30,5931
060371013002011,30,3626
060371013002012,30,3242
060371013002013,30,3242
060371013002014,30,3406
060371013002015,30,3230
060371013002016,30,2685
060371013002017,30,3919
060371013002018,30,3230
060371013003000,30,4585
060371013003001,30,5081
060371013003002,30,7390
060371013003003,30,7388
060371013003004,30,7894
060371013003005,30,8963
060371013003006,30,9659
060371013003007,30,6886
060371013003008,30,10004
060371013004000,30,5293
060371013004001,30,5806
060371013004002,30,6200
060371013004003,30,5621
060371013004004,30,7229
060371013004005,30,7578
060371013004006,30,8105
060371013004007,30,8947
060371013004008,30,9038
060371014001000,30,8984
060371014001001,30,8771
060371014001002,30,8645
060371014001003,30,6976
060371014001004,30,7322
060371014001005,30,6208
060371014001006,30,6084
060371014001007,30,6296
060371014001008,30,7277
060371014001009,30,7853
060371014001010,30,9665
060371014001011,30,8757
060371014001012,30,7285
060371014001013,30,6702
060371014002000,30,2965
060371014002001,30,1694
060371014002002,30,2168
060371014002003,30,8196
060371014002004,30,8766
060371014002005,30,4478
060371014002006,30,7800
060371014002007,30,3090
060371014002008,30,7853
060371014002009,30,6420
060371014002010,30,1313
060371014002011,30,8196
060371014002012,30,8114
060371014002013,30,149
060371014002014,30,130
060371014002015,30,7763
060371014002016,30,3652
060371014002017,30,3802
060371014002018,30,1839
060371014002019,30,0
060371014002020,30,0
060371014002021,30,7112
060371014002022,30,4961
060371014002023,30,3524
060371014002024,30,143
060371014002025,30,8745
060371014002026,30,9418
060371014002027,30,9701
060371014002028,30,9510
060371014003000,30,9972
060371014003001,30,8812
060371014003002,30,3622
060371014003003,30,6947
060371014003004,30,8766
060371014003005,30,8441
060371014003006,30,9120
060371014003007,30,9855
060371014003008,30,9436
060371014003009,30,3491
060371014003010,30,3038
060371014003011,30,8843
060371014003012,30,4840
060371021031000,30,20794
060371021031001,30,33343
060371021031002,30,35242
060371021031003,30,47820
060371021031004,30,67556
060371021031005,30,69769
060371021031006,30,44245
060371021031007,30,67022
060371021031008,30,58343
060371021031009,30,70591
060371021031010,30,79891
060371021031011,30,71641
