"st","cty","GEOID","NAME","popData","incomeData","povUniverse","pov100","pov149","pov150","racUniverse","racWhite","racBlack","racAsian","hispUniverse","hisp","medRent","medValue","medAge","tenureUniverse","tenureOwn","city","logInc","thouInc","pct100","pct149","pct150","pctWht","pctBlk","pctAsn","pctHisp","pluWht","pluBlk","pluAsn","pluHisp","logMedRent","hunMedRent","logHousVal","thouHousVal","pctOwn"
25,17,"25017382400","Census Tract 3824, Middlesex County, Massachusetts",4812,46120,2546,37,147,2362,4812,4344,70,291,4812,129,528,481000,66,1955,1393,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.739001974383,46.12,1.45326001571092,1.45326001571092,1.45326001571092,90.2743142144638,1.4546965918537,6.04738154613466,2.68079800498753,1,0,0,0,6.26909628370626,5.28,13.0836225490879,481,71.2531969309463
25,17,"25017321100","Census Tract 3211, Middlesex County, Massachusetts",6854,37262,3574,116,84,3374,6854,5221,139,402,6854,758,1273,359500,30,2854,1602,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.5257293195803,37.262,3.24566312255176,3.24566312255176,3.24566312255176,76.1744966442953,2.02801283921798,5.8651882112635,11.0592354829297,1,0,0,0,7.14913159855741,12.73,12.7924694561432,359.5,56.1317449194114
25,17,"25017361100","Census Tract 3611, Middlesex County, Massachusetts",5853,67430,2388,14,0,2374,5853,5468,64,223,5853,152,1752,693900,50,2253,1804,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.1188453017286,67.43,0.586264656616415,0.586264656616415,0.586264656616415,93.4221766615411,1.09345634717239,3.8100119596788,2.59695882453443,1,0,0,0,7.46851327149634,17.52,13.4500831368876,693.9,80.0710164225477
25,17,"25017342400","Census Tract 3424, Middlesex County, Massachusetts",7025,27130,3672,626,313,2733,7025,4050,1769,443,7025,1593,1210,348300,79,2531,802,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.208395405653,27.13,17.0479302832244,17.0479302832244,17.0479302832244,57.6512455516014,25.1814946619217,6.30604982206406,22.6761565836299,1,0,0,0,7.09837563859079,12.1,12.7608194563541,348.3,31.6870802054524
25,17,"25017318400","Census Tract 3184, Middlesex County, Massachusetts",4076,57029,2032,8,13,2011,4076,3348,75,615,4076,112,1443,545300,30,1400,1143,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.951315189366,57.029,0.393700787401575,0.393700787401575,0.393700787401575,82.1393523061825,1.84003925417076,15.0883218842002,2.74779195289499,1,0,0,0,7.27447955877387,14.43,13.2090913809142,545.3,81.6428571428571
25,17,"25017315402","Census Tract 3154.02, Middlesex County, Massachusetts",3063,42022,1604,29,42,1533,3063,2854,39,145,3063,70,1662,383400,50,1065,1023,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.645948569649,42.022,1.80798004987531,1.80798004987531,1.80798004987531,93.1766242246164,1.27326150832517,4.73392099249102,2.28534116878877,1,0,0,0,7.41577697541539,16.62,12.8568341095937,383.4,96.056338028169
25,17,"25017363202","Census Tract 3632.02, Middlesex County, Massachusetts",3718,60357,2112,52,10,2050,3718,2924,37,652,3718,19,1288,491700,54,1364,1139,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.0080322098573,60.357,2.46212121212121,2.46212121212121,2.46212121212121,78.6444324905863,0.99515868746638,17.5363098440022,0.511027434104357,1,0,0,0,7.1608459066643,12.88,13.1056240534,491.7,83.5043988269795
25,17,"25017321500","Census Tract 3215, Middlesex County, Massachusetts",7483,30580,4183,222,231,3730,7483,5633,300,86,7483,1246,1293,297400,69,2702,1459,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.3281014794831,30.58,5.30719579249343,5.30719579249343,5.30719579249343,75.2772952024589,4.00908726446612,1.14927168248029,16.6510757717493,1,0,0,0,7.16472037877186,12.93,12.6028333130082,297.4,53.9970392301999
25,17,"25017363104","Census Tract 3631.04, Middlesex County, Massachusetts",6472,63234,3354,13,49,3292,6472,4795,122,1401,6472,250,1167,510000,49,2259,1965,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.054597410162,63.234,0.387596899224806,0.387596899224806,0.387596899224806,74.0883807169345,1.88504326328801,21.6470951792336,3.8627935723115,1,0,0,0,7.06219163228656,11.67,13.1421660047005,510,86.9853917662683
25,17,"25017374300","Census Tract 3743, Middlesex County, Massachusetts",3656,69732,1924,15,1,1908,3656,3136,72,317,3656,124,2228,1078700,79,1321,1120,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.1524146018631,69.732,0.77962577962578,0.77962577962578,0.77962577962578,85.7768052516411,1.96936542669584,8.67067833698031,3.39168490153173,1,0,0,0,7.70885960104718,22.28,13.8912671703635,1078.7,84.7842543527631
25,17,"25017300100","Census Tract 3001, Middlesex County, Massachusetts",3196,36456,1680,57,57,1566,3196,3129,18,33,3196,55,1243,247000,54,1051,928,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.5038613329437,36.456,3.39285714285714,3.39285714285714,3.39285714285714,97.9036295369212,0.563204005006258,1.03254067584481,1.72090112640801,1,0,0,0,7.12528309151071,12.43,12.4171436156101,247,88.2968601332065
25,17,"25017362100","Census Tract 3621, Middlesex County, Massachusetts",5125,67050,2447,24,0,2423,5125,4390,33,495,5125,91,2085,757900,41,1762,1694,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.1131938887098,67.05,0.980792807519412,0.980792807519412,0.980792807519412,85.6585365853659,0.64390243902439,9.65853658536585,1.77560975609756,1,0,0,0,7.6425241342329,20.85,13.5383067298001,757.9,96.1407491486947
25,17,"25017320103","Census Tract 3201.03, Middlesex County, Massachusetts",2910,68634,1440,13,8,1419,2910,2408,49,352,2910,36,1200,486300,40,1089,905,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.1365433177537,68.634,0.902777777777778,0.902777777777778,0.902777777777778,82.7491408934708,1.68384879725086,12.0962199312715,1.23711340206186,1,0,0,0,7.09007683577609,12,13.0945809963919,486.3,83.1037649219467
25,17,"25017361300","Census Tract 3613, Middlesex County, Massachusetts",6092,69756,2717,30,39,2648,6092,5295,94,430,6092,136,1423,863900,61,2246,1917,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.1527587174894,69.756,1.10415899889584,1.10415899889584,1.10415899889584,86.9172685489166,1.543007222587,7.05843729481287,2.23243598161523,1,0,0,0,7.26052259808985,14.23,13.669212300347,863.9,85.3517364203028
25,17,"25017336200","Census Tract 3362, Middlesex County, Massachusetts",6091,43902,3123,65,0,3058,6091,5989,8,17,6091,86,1522,548500,79,2165,1846,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.6897151561121,43.902,2.08133205251361,2.08133205251361,2.08133205251361,98.3253981283861,0.131341323263832,0.279100311935643,1.41191922508619,1,0,0,0,7.32778053842163,15.22,13.2149425586974,548.5,85.2655889145497
25,17,"25017368102","Census Tract 3681.02, Middlesex County, Massachusetts",3796,46838,2268,16,33,2219,3796,2702,433,526,3796,145,1775,397100,53,1433,1249,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.7544501182518,46.838,0.705467372134039,0.705467372134039,0.705467372134039,71.1801896733404,11.4067439409905,13.8566912539515,3.81981032665964,1,0,0,0,7.48155570190952,17.75,12.8919434171193,397.1,87.1598046057223
25,17,"25017314200","Census Tract 3142, Middlesex County, Massachusetts",5422,36081,2869,60,141,2668,5422,4878,365,142,5422,383,1241,300700,53,1943,1286,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.4935216899787,36.081,2.09132101777623,2.09132101777623,2.09132101777623,89.9668019181114,6.7318332718554,2.61895979343416,7.06381409074142,1,0,0,0,7.12367278520461,12.41,12.6138683689766,300.7,66.1863098301595
25,17,"25017342300","Census Tract 3423, Middlesex County, Massachusetts",7414,28635,3983,308,317,3358,7414,4401,1241,924,7414,1442,1367,353800,79,2425,1030,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.262385024828,28.635,7.73286467486819,7.73286467486819,7.73286467486819,59.3606690045859,16.7386026436472,12.4629080118694,19.4496897760993,1,0,0,0,7.22037383672395,13.67,12.7764870607078,353.8,42.4742268041237
25,17,"25017363201","Census Tract 3632.01, Middlesex County, Massachusetts",3348,65119,1597,3,10,1584,3348,2715,0,624,3348,63,NA,537700,53,1166,1007,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",11.0839716442932,65.119,0.187852222917971,0.187852222917971,0.187852222917971,81.0931899641577,0,18.6379928315412,1.88172043010753,1,0,0,0,NA,NA,13.1950560627978,537.7,86.3636363636364
25,17,"25017321300","Census Tract 3213, Middlesex County, Massachusetts",8084,27914,4555,303,413,3839,8084,5805,212,340,8084,2675,1022,296700,68,3157,1233,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.2368836340686,27.914,6.65203073545554,6.65203073545554,6.65203073545554,71.8085106382979,2.62246412666997,4.20583869371598,33.0900544285007,1,0,0,0,6.92951677076365,10.22,12.6004768062789,296.7,39.0560658853342
25,17,"25017315403","Census Tract 3154.03, Middlesex County, Massachusetts",1779,31941,915,0,36,879,1779,1742,4,16,1779,8,1344,356500,49,591,501,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.3716457299827,31.941,0,0,0,97.920179876335,0.224845418774592,0.89938167509837,0.449690837549185,1,0,0,0,7.20340552108309,13.44,12.7840895188365,356.5,84.7715736040609
25,17,"25017323100","Census Tract 3231, Middlesex County, Massachusetts",7027,54875,3592,43,18,3531,7027,6567,1,228,7027,169,1589,452600,42,2519,2272,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.9128131503775,54.875,1.19710467706013,1.19710467706013,1.19710467706013,93.4538209762345,0.0142308239647076,3.24462786395332,2.40500925003558,1,0,0,0,7.37086016653672,15.89,13.0227640121816,452.6,90.1945216355697
25,17,"25017322400","Census Tract 3224, Middlesex County, Massachusetts",5018,34040,2549,98,45,2406,5018,4585,55,82,5018,293,1302,283400,50,1779,1226,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",10.4352915826873,34.04,3.84464495880738,3.84464495880738,3.84464495880738,91.3710641689916,1.0960542048625,1.63411717815863,5.83897967317656,1,0,0,0,7.17165682276851,13.02,12.5546146062387,283.4,68.9151208544126
