"st","cty","GEOID","NAME","popData","incomeData","povUniverse","pov100","pov149","pov150","racUniverse","racWhite","racBlack","racAsian","hispUniverse","hisp","medRent","medValue","medAge","tenureUniverse","tenureOwn","city","logInc","thouInc","pct100","pct149","pct150","pctWht","pctBlk","pctAsn","pctHisp","pluWht","pluBlk","pluAsn","pluHisp","logMedRent","hunMedRent","logHousVal","thouHousVal","pctOwn"
18,145,"18145710200","Census Tract 7102, Shelby County, Indiana",5669,33987,2620,121,118,2381,5669,5541,3,43,5669,74,926,163600,45,2173,1949,"INDIANAPOLIS, IN",10.4337333775416,33.987,4.61832061068702,4.61832061068702,4.61832061068702,97.7421061915682,0.0529193861351208,0.758511201270065,1.30534485799965,1,0,0,0,6.83087423464618,9.26,12.0051797031508,163.6,89.6916705016107
18,145,"18145710800","Census Tract 7108, Shelby County, Indiana",4678,30795,2269,75,32,2162,4678,4669,9,0,4678,0,845,128700,57,1778,1540,"INDIANAPOLIS, IN",10.3351076181211,30.795,3.30542089026003,3.30542089026003,3.30542089026003,99.807610089782,0.192389910218042,0,0,1,0,0,0,6.73933662735717,8.45,11.7652393935842,128.7,86.6141732283465
18,145,"18145710100","Census Tract 7101, Shelby County, Indiana",3860,29573,2059,16,50,1993,3860,3717,17,9,3860,25,684,138200,55,1562,1163,"INDIANAPOLIS, IN",10.2946170618769,29.573,0.777076250607091,0.777076250607091,0.777076250607091,96.2953367875648,0.440414507772021,0.233160621761658,0.647668393782383,1,0,0,0,6.52795791762255,6.84,11.8364571903157,138.2,74.4558258642766
18,145,"18145710700","Census Tract 7107, Shelby County, Indiana",6483,27537,2892,180,197,2515,6483,6156,244,55,6483,71,669,107800,43,2565,1805,"INDIANAPOLIS, IN",10.2232858338872,27.537,6.22406639004149,6.22406639004149,6.22406639004149,94.9560388708931,3.76368964985346,0.848372666975166,1.09517198827703,1,0,0,0,6.50578406012823,6.69,11.588032937457,107.8,70.3703703703704
18,145,"18145710900","Census Tract 7109, Shelby County, Indiana",4951,27831,2453,86,257,2110,4951,4922,0,0,4951,8,654,146200,48,1826,1557,"INDIANAPOLIS, IN",10.2339057863214,27.831,3.50591112922951,3.50591112922951,3.50591112922951,99.414259745506,0,0,0.161583518481115,1,0,0,0,6.4831073514572,6.54,11.8927308262978,146.2,85.2683461117196
18,145,"18145710400","Census Tract 7104, Shelby County, Indiana",3273,25809,1637,268,88,1281,3273,2574,77,45,3273,600,797,108500,35,1271,642,"INDIANAPOLIS, IN",10.1584785472895,25.809,16.3714111178986,16.3714111178986,16.3714111178986,78.6434463794684,2.35258172930034,1.37488542621448,18.3318056828598,1,0,0,0,6.68085467879022,7.97,11.5945054519627,108.5,50.5114083398899
18,145,"18145710500","Census Tract 7105, Shelby County, Indiana",4463,26524,2085,90,298,1697,4463,3931,81,109,4463,352,733,112200,27,1760,1194,"INDIANAPOLIS, IN",10.1858052624888,26.524,4.31654676258993,4.31654676258993,4.31654676258993,88.0797669728882,1.81492269773695,2.44230338337441,7.88707147658526,1,0,0,0,6.59714570188665,7.33,11.6280382720707,112.2,67.8409090909091
18,145,"18145710602","Census Tract 7106.02, Shelby County, Indiana",3234,22385,1422,86,254,1082,3234,2908,133,0,3234,186,720,74800,79,1251,614,"INDIANAPOLIS, IN",10.0161463706751,22.385,6.0478199718706,6.0478199718706,6.0478199718706,89.9196042053185,4.11255411255411,0,5.75139146567718,1,0,0,0,6.5792512120101,7.2,11.2225731639626,74.8,49.0807354116707
18,145,"18145710601","Census Tract 7106.01, Shelby County, Indiana",3054,21069,1358,197,207,954,3054,2728,5,8,3054,329,707,83200,79,1328,562,"INDIANAPOLIS, IN",9.95555804482713,21.069,14.5066273932253,14.5066273932253,14.5066273932253,89.3254747871644,0.163719711853307,0.261951538965291,10.7727570399476,1,0,0,0,6.56103066589657,7.07,11.3290026268093,83.2,42.3192771084337
18,145,"18145710300","Census Tract 7103, Shelby County, Indiana",4739,31311,2317,141,55,2121,4739,4706,4,22,4739,102,715,152100,46,1795,1468,"INDIANAPOLIS, IN",10.3517247524882,31.311,6.08545533016832,6.08545533016832,6.08545533016832,99.3036505591897,0.0844059928254906,0.464232960540198,2.15235281705001,1,0,0,0,6.57228254269401,7.15,11.9322934782474,152.1,81.7827298050139
18,57,"18057110508","Census Tract 1105.08, Hamilton County, Indiana",10047,33984,4975,147,252,4576,10047,9118,202,290,10047,475,783,204000,17,3808,2792,"INDIANAPOLIS, IN",10.4336451046016,33.984,2.95477386934673,2.95477386934673,2.95477386934673,90.7534587439036,2.01055041305862,2.88643376132179,4.72777943664776,1,0,0,0,6.6631326959908,7.83,12.2258752728264,204,73.3193277310924
18,57,"18057111008","Census Tract 1110.08, Hamilton County, Indiana",5899,38922,3394,147,160,3087,5899,4689,377,777,5899,65,1126,175800,19,3255,1003,"INDIANAPOLIS, IN",10.5693149224411,38.922,4.33117265763111,4.33117265763111,4.33117265763111,79.4880488218342,6.39091371418885,13.1717240210205,1.10188167486015,1,0,0,0,7.02642680869964,11.26,12.0771022642332,175.8,30.8141321044547
18,57,"18057111101","Census Tract 1111.01, Hamilton County, Indiana",3579,47543,2089,34,67,1988,3579,3336,21,196,3579,107,1140,274000,29,1470,1123,"INDIANAPOLIS, IN",10.7693898436771,47.543,1.62757300143609,1.62757300143609,1.62757300143609,93.2103939647946,0.586756077116513,5.47639005308745,2.98966191673652,1,0,0,0,7.03878354138854,11.4,12.5208833853702,274,76.3945578231292
18,57,"18057111007","Census Tract 1110.07, Hamilton County, Indiana",3810,30100,1981,226,140,1615,3810,2955,461,135,3810,333,1008,136500,48,1662,675,"INDIANAPOLIS, IN",10.312280450737,30.1,11.4083796062595,11.4083796062595,11.4083796062595,77.5590551181102,12.0997375328084,3.54330708661417,8.74015748031496,1,0,0,0,6.91572344863131,10.08,11.8240798936072,136.5,40.6137184115523
18,57,"18057110100","Census Tract 1101, Hamilton County, Indiana",10875,30135,5302,176,149,4977,10875,9001,761,482,10875,825,1044,160100,17,3807,3017,"INDIANAPOLIS, IN",10.3134425659171,30.135,3.3195020746888,3.3195020746888,3.3195020746888,82.767816091954,6.99770114942529,4.43218390804598,7.58620689655172,1,0,0,0,6.95081476844258,10.44,11.9835538989848,160.1,79.2487522983977
18,57,"18057111006","Census Tract 1110.06, Hamilton County, Indiana",4520,37145,2377,76,126,2175,4520,4097,67,200,4520,236,1129,197700,49,1830,1361,"INDIANAPOLIS, IN",10.5225844515859,37.145,3.19730753050063,3.19730753050063,3.19730753050063,90.641592920354,1.48230088495575,4.42477876106195,5.2212389380531,1,0,0,0,7.02908756414966,11.29,12.1945060091587,197.7,74.3715846994535
18,57,"18057110201","Census Tract 1102.01, Hamilton County, Indiana",4174,28631,2131,84,102,1945,4174,4111,4,13,4174,44,769,120500,55,1592,1286,"INDIANAPOLIS, IN",10.262245325879,28.631,3.94181135617081,3.94181135617081,3.94181135617081,98.4906564446574,0.095831336847149,0.311451844753234,1.05414470531864,1,0,0,0,6.64509096950564,7.69,11.6994050319128,120.5,80.7788944723618
18,57,"18057110812","Census Tract 1108.12, Hamilton County, Indiana",6578,41442,3519,68,113,3338,6578,5740,137,453,6578,237,977,174500,31,2529,1825,"INDIANAPOLIS, IN",10.632050138317,41.442,1.93236714975845,1.93236714975845,1.93236714975845,87.2605655214351,2.08269990878687,6.88659166920036,3.60291882031012,1,0,0,0,6.88448665204278,9.77,12.0696800206246,174.5,72.1629102412021
18,57,"18057111003","Census Tract 1110.03, Hamilton County, Indiana",4925,43000,2313,0,0,2313,4925,4694,33,77,4925,0,1205,258000,42,1845,1754,"INDIANAPOLIS, IN",10.6689553946757,43,0,0,0,95.3096446700508,0.67005076142132,1.56345177664975,0,1,0,0,0,7.09423484592476,12.05,12.4607148639038,258,95.0677506775068
18,57,"18057111102","Census Tract 1111.02, Hamilton County, Indiana",8457,40907,4473,216,102,4155,8457,7081,251,788,8457,143,1350,188000,40,3465,3000,"INDIANAPOLIS, IN",10.6190564765308,40.907,4.82897384305835,4.82897384305835,4.82897384305835,83.7294548894407,2.96795553978952,9.3177249615703,1.69090694099562,1,0,0,0,7.20785987143248,13.5,12.1441972418121,188,86.5800865800866
18,57,"18057111001","Census Tract 1110.01, Hamilton County, Indiana",12150,68062,5707,0,57,5650,12150,10116,206,1389,12150,427,1289,481500,19,4190,3616,"INDIANAPOLIS, IN",11.1281743334592,68.062,0,0,0,83.2592592592593,1.69547325102881,11.4320987654321,3.51440329218107,1,0,0,0,7.16162200293919,12.89,13.0846615102203,481.5,86.3007159904535
18,57,"18057110300","Census Tract 1103, Hamilton County, Indiana",14280,38145,7463,542,282,6639,14280,12878,698,150,14280,547,997,211200,18,5441,4129,"INDIANAPOLIS, IN",10.5491499665243,38.145,7.26249497521104,7.26249497521104,7.26249497521104,90.1820728291317,4.88795518207283,1.05042016806723,3.83053221288515,1,0,0,0,6.90475076996184,9.97,12.2605608308142,211.2,75.8867855173681
18,57,"18057111004","Census Tract 1110.04, Hamilton County, Indiana",3352,44679,1690,0,0,1690,3352,3127,111,59,3352,28,1234,237500,NA,1112,925,"INDIANAPOLIS, IN",10.707258871554,44.679,0,0,0,93.2875894988067,3.31145584725537,1.76014319809069,0.835322195704057,1,0,0,0,7.11801620446533,12.34,12.3779229024568,237.5,83.1834532374101
18,57,"18057110807","Census Tract 1108.07, Hamilton County, Indiana",6157,43319,3527,169,15,3343,6157,5026,464,504,6157,242,1097,217100,23,2508,1418,"INDIANAPOLIS, IN",10.6763466168226,43.319,4.79160759852566,4.79160759852566,4.79160759852566,81.6306642845542,7.53613772941368,8.18580477505279,3.93048562611662,1,0,0,0,7.00033446027523,10.97,12.2881133558664,217.1,56.5390749601276
18,57,"18057110808","Census Tract 1108.08, Hamilton County, Indiana",20655,50262,10883,273,46,10564,20655,17043,1469,1469,20655,868,1171,275400,15,6680,5545,"INDIANAPOLIS, IN",10.8250046033819,50.262,2.50849949462464,2.50849949462464,2.50849949462464,82.5127087872186,7.1120793996611,7.1120793996611,4.20237230694747,1,0,0,0,7.06561336359772,11.71,12.5259798652767,275.4,83.0089820359281
18,57,"18057110905","Census Tract 1109.05, Hamilton County, Indiana",4117,39819,2354,77,86,2191,4117,3464,54,487,4117,311,968,232300,28,1934,671,"INDIANAPOLIS, IN",10.5920994642943,39.819,3.27102803738318,3.27102803738318,3.27102803738318,84.1389361185329,1.31163468545057,11.8290017002672,7.55404420694681,1,0,0,0,6.87523208727658,9.68,12.3557849187585,232.3,34.6949327817994
18,57,"18057110507","Census Tract 1105.07, Hamilton County, Indiana",12807,48448,7066,91,259,6716,12807,11890,431,165,12807,244,1166,232100,15,4582,3689,"INDIANAPOLIS, IN",10.7882463367971,48.448,1.28785734503255,1.28785734503255,1.28785734503255,92.8398532052784,3.36534707581791,1.28835792925744,1.90520808932615,1,0,0,0,7.06133436691044,11.66,12.3549235922625,232.1,80.5106940200786
18,57,"18057110908","Census Tract 1109.08, Hamilton County, Indiana",11775,51677,5697,101,101,5495,11775,9790,391,1400,11775,492,1203,331700,18,4211,3820,"INDIANAPOLIS, IN",10.8527680872359,51.677,1.77286291030367,1.77286291030367,1.77286291030367,83.1422505307856,3.32059447983015,11.8895966029724,4.17834394904459,1,0,0,0,7.09257371597468,12.03,12.7119862249351,331.7,90.7147945856091
18,57,"18057110804","Census Tract 1108.04, Hamilton County, Indiana",15467,60050,7314,89,12,7213,15467,13388,430,733,15467,494,1658,345900,13,5106,4942,"INDIANAPOLIS, IN",11.0029328275081,60.05,1.21684440798469,1.21684440798469,1.21684440798469,86.5584793431176,2.78011249757548,4.739122001681,3.19389668326114,1,0,0,0,7.41336733569524,16.58,12.7539049949253,345.9,96.7880924402664
18,57,"18057110401","Census Tract 1104.01, Hamilton County, Indiana",3515,29408,1674,28,172,1474,3515,3404,27,10,3515,386,916,130300,40,1356,1010,"INDIANAPOLIS, IN",10.2890220251554,29.408,1.6726403823178,1.6726403823178,1.6726403823178,96.8421052631579,0.768136557610242,0.284495021337127,10.9815078236131,1,0,0,0,6.82001636467413,9.16,11.7775947631129,130.3,74.4837758112094
18,57,"18057110202","Census Tract 1102.02, Hamilton County, Indiana",6346,30552,3350,81,124,3145,6346,6283,0,14,6346,318,787,154100,37,2496,2139,"INDIANAPOLIS, IN",10.3271854289054,30.552,2.41791044776119,2.41791044776119,2.41791044776119,99.0072486605736,0,0.220611408761425,5.01103057043807,1,0,0,0,6.6682282484174,7.87,11.9453570213082,154.1,85.6971153846154
18,57,"18057110809","Census Tract 1108.09, Hamilton County, Indiana",10221,44930,5919,286,86,5547,10221,9088,476,405,10221,435,1180,175900,21,4229,2640,"INDIANAPOLIS, IN",10.7128610020642,44.93,4.83189727994594,4.83189727994594,4.83189727994594,88.9149789648762,4.65707856374132,3.96243029057822,4.25594364543587,1,0,0,0,7.07326971745971,11.8,12.0776709307256,175.9,62.4261054622842
18,57,"18057110404","Census Tract 1104.04, Hamilton County, Indiana",5259,44129,2961,36,61,2864,5259,5062,45,84,5259,116,1164,264800,25,1849,1474,"INDIANAPOLIS, IN",10.6948724416851,44.129,1.21580547112462,1.21580547112462,1.21580547112462,96.2540406921468,0.855675984027382,1.59726183685111,2.20574253660392,1,0,0,0,7.05961762829138,11.64,12.486730103045,264.8,79.7187669010276
18,57,"18057110907","Census Tract 1109.07, Hamilton County, Indiana",5544,70387,2857,0,31,2826,5544,5196,67,184,5544,104,1722,364100,28,1864,1811,"INDIANAPOLIS, IN",11.1617638660036,70.387,0,0,0,93.7229437229437,1.20851370851371,3.31890331890332,1.87590187590188,1,0,0,0,7.45124168498768,17.22,12.8051838341635,364.1,97.156652360515
18,57,"18057110805","Census Tract 1108.05, Hamilton County, Indiana",7937,50000,3942,67,55,3820,7937,7233,264,316,7937,195,1536,274900,23,2704,2408,"INDIANAPOLIS, IN",10.8197782844103,50,1.69964485032978,1.69964485032978,1.69964485032978,91.1301499307043,3.32619377598589,3.98135315610432,2.45684767544412,1,0,0,0,7.33693691370762,15.36,12.5241626741533,274.9,89.0532544378698
18,57,"18057110810","Census Tract 1108.10, Hamilton County, Indiana",6852,42231,3949,99,199,3651,6852,5903,286,274,6852,199,1160,172100,27,3171,2527,"INDIANAPOLIS, IN",10.6509098274961,42.231,2.50696378830084,2.50696378830084,2.50696378830084,86.1500291885581,4.17396380618797,3.99883245767659,2.90426152948044,1,0,0,0,7.05617528410041,11.6,12.0558309821996,172.1,79.6909492273731
18,57,"18057110903","Census Tract 1109.03, Hamilton County, Indiana",12108,62388,5874,80,13,5781,12108,8547,309,2422,12108,479,1498,372300,13,3525,3299,"INDIANAPOLIS, IN",11.0411282281717,62.388,1.36193394620361,1.36193394620361,1.36193394620361,70.589692765114,2.55203171456888,20.003303600925,3.95606210769739,1,0,0,0,7.31188616407716,14.98,12.8274552598608,372.3,93.5886524822695
18,57,"18057110906","Census Tract 1109.06, Hamilton County, Indiana",6515,50388,3559,36,17,3506,6515,6283,44,143,6515,198,1988,237000,31,2239,2155,"INDIANAPOLIS, IN",10.8275083304722,50.388,1.0115200899129,1.0115200899129,1.0115200899129,96.438986953185,0.675364543361474,2.19493476592479,3.03914044512663,1,0,0,0,7.59488438721652,19.88,12.3758154201173,237,96.2483251451541
18,57,"18057110403","Census Tract 1104.03, Hamilton County, Indiana",10490,41830,5068,242,190,4636,10490,9121,330,661,10490,287,1010,195100,17,3734,2616,"INDIANAPOLIS, IN",10.6413690644362,41.83,4.7750591949487,4.7750591949487,4.7750591949487,86.9494756911344,3.14585319351764,6.30123927550048,2.73593898951382,1,0,0,0,6.9177056098353,10.1,12.1812675266112,195.1,70.0589180503482
18,57,"18057110505","Census Tract 1105.05, Hamilton County, Indiana",7220,34248,3644,142,119,3383,7220,6697,181,108,7220,154,1443,180800,23,2379,2143,"INDIANAPOLIS, IN",10.4413834478248,34.248,3.89681668496158,3.89681668496158,3.89681668496158,92.7562326869806,2.50692520775623,1.49584487534626,2.13296398891967,1,0,0,0,7.27447955877387,14.43,12.1051467269402,180.8,90.0798654897016
18,57,"18057110509","Census Tract 1105.09, Hamilton County, Indiana",5637,37445,2864,107,81,2676,5637,5173,136,181,5637,379,985,150900,22,2123,1564,"INDIANAPOLIS, IN",10.5306284686835,37.445,3.73603351955307,3.73603351955307,3.73603351955307,91.7686712790491,2.41263083200284,3.21092779847437,6.72343445094909,1,0,0,0,6.89264164117209,9.85,11.9243726447559,150.9,73.6693358455016
18,57,"18057110806","Census Tract 1108.06, Hamilton County, Indiana",13884,43670,7095,72,100,6923,13884,10926,1214,1360,13884,549,1454,192900,14,4362,3755,"INDIANAPOLIS, IN",10.6844166464796,43.67,1.01479915433404,1.01479915433404,1.01479915433404,78.694900605013,8.74387784500144,9.79544799769519,3.95419187554019,1,0,0,0,7.28207365809346,14.54,12.1699271988938,192.9,86.0843649701972
18,57,"18057110700","Census Tract 1107, Hamilton County, Indiana",3367,21888,1825,94,192,1539,3367,3076,17,25,3367,407,798,94500,78,1391,700,"INDIANAPOLIS, IN",9.99369382042228,21.888,5.15068493150685,5.15068493150685,5.15068493150685,91.3572913572914,0.504900504900505,0.742500742500742,12.0879120879121,1,0,0,0,6.68210859744981,7.98,11.4563551134818,94.5,50.3235082674335
18,57,"18057110811","Census Tract 1108.11, Hamilton County, Indiana",4507,42177,2708,77,39,2592,4507,3893,279,167,4507,180,966,177900,24,2181,1508,"INDIANAPOLIS, IN",10.649630327748,42.177,2.84342688330872,2.84342688330872,2.84342688330872,86.3767472820058,6.19037053472376,3.70534723763035,3.99378744175727,1,0,0,0,6.87316383421252,9.66,12.0889768736539,177.9,69.1425951398441
18,57,"18057110600","Census Tract 1106, Hamilton County, Indiana",4331,27817,2094,127,155,1812,4331,4094,139,25,4331,101,870,127900,56,1746,864,"INDIANAPOLIS, IN",10.2334026235736,27.817,6.06494746895893,6.06494746895893,6.06494746895893,94.5278226737474,3.20942045716925,0.577233895174325,2.33202493650427,1,0,0,0,6.76849321164863,8.7,11.7590039875669,127.9,49.4845360824742
18,57,"18057110512","Census Tract 1105.12, Hamilton County, Indiana",4937,37218,2740,50,109,2581,4937,4685,70,7,4937,16,809,258300,32,1920,1266,"INDIANAPOLIS, IN",10.5245477942012,37.218,1.82481751824817,1.82481751824817,1.82481751824817,94.895685639052,1.41786510026332,0.141786510026332,0.324083451488758,1,0,0,0,6.69579891705849,8.09,12.4618769790839,258.3,65.9375
