"GEOID","NAME","variable","estimate","moe","pct100","pct149","pct150","universe","white","black","asian","hispuniverse","hisp","pctWht","pctBlk","pctAsn","pctHisp","pluWht","pluBlk","pluAsn","pluHisp","loginc","pctOwn","medAge","logHousVal","thouHousVal","medRent","logMedRent"
"13073030309","Census Tract 303.09, Columbia County, Georgia","B01001_001",11111,766,3.04758159653952,2.32009437672041,94.6323240267401,11111,8746,1524,553,11111,302,0.787147871478715,0.137161371613716,0.0497704977049771,0.027180271802718,1,0,0,0,10.5848910451389,76.0681114551084,22,12.4147115106415,246.4,1345,7.20414929203594
"13073030401","Census Tract 304.01, Columbia County, Georgia","B01001_001",2601,400,12.1374865735768,3.86680988184748,83.9957035445757,2601,1980,563,0,2601,50,0.761245674740484,0.216455209534794,0,0.0192233756247597,1,0,0,0,9.8114819067401,84.1978287092883,28,11.8174646544884,135.6,775,6.65286302935335
"13073030402","Census Tract 304.02, Columbia County, Georgia","B01001_001",9962,971,3.83386581469649,2.17252396166134,93.9936102236422,9962,7276,1922,315,9962,962,0.73037542662116,0.192933145954628,0.0316201565950612,0.0965669544268219,1,0,0,0,10.4273873357894,76.5032679738562,17,12.0453168666508,170.3,1252,7.13249755166004
"13073030503","Census Tract 305.03, Columbia County, Georgia","B01001_001",8108,967,10.5691056910569,4.69043151969981,84.7404627892433,8108,5776,1866,107,8108,558,0.71238283177109,0.230143068574248,0.0131968426245683,0.0688209176122348,1,0,0,0,10.1076929028301,78.9551685809559,21,11.9633639387211,156.9,792,6.67456139181443
"13073030504","Census Tract 305.04, Columbia County, Georgia","B01001_001",3565,330,12.1395036887995,5.83501006036217,82.0254862508384,3565,2931,578,0,3565,171,0.822159887798037,0.162131837307153,0,0.0479663394109397,1,0,0,0,10.1359475704877,81.5724815724816,34,11.6439537273766,114,749,6.61873898351722
"13073030505","Census Tract 305.05, Columbia County, Georgia","B01001_001",7123,796,5.90185676392573,6.76392572944297,87.3342175066313,7123,4470,1982,83,7123,800,0.627544573915485,0.278253544854696,0.0116523936543591,0.112312227993823,1,0,0,0,10.466184303712,70.9648331830478,19,11.9029384685195,147.7,1121,7.02197642307216
"13073030506","Census Tract 305.06, Columbia County, Georgia","B01001_001",12297,913,1.69804355850867,6.92137320044297,91.3805832410484,12297,6666,4483,104,12297,1524,0.542083434984142,0.364560461901277,0.00845734732048467,0.123932666504025,1,0,0,0,10.3726783515248,64.4195668045753,18,11.9042916486989,147.9,1014,6.92165818415113
"13073030603","Census Tract 306.03, Columbia County, Georgia","B01001_001",4934,631,8.25638240086909,5.92069527430744,85.8229223248235,4934,3421,1138,209,4934,60,0.693352249695987,0.230644507498987,0.042359140656668,0.0121605188488042,1,0,0,0,10.0127006375094,58.745247148289,37,11.6544250272439,115.2,896,6.79794041297493
"13189950100","Census Tract 9501, McDuffie County, Georgia","B01001_001",2549,251,1.88003581020591,7.52014324082363,90.5998209489705,2549,2262,249,24,2549,0,0.887406826206355,0.0976853668105139,0.00941545704197725,0,1,0,0,0,10.2669146492974,83.0851063829787,34,11.9922604216448,161.5,709,6.56385552653213
"13189950200","Census Tract 9502, McDuffie County, Georgia","B01001_001",5223,444,16.5157165689931,3.51624933404369,79.9680340969632,5223,1886,2873,21,5223,268,0.36109515604059,0.55006701129619,0.00402067777139575,0.05131150679686,0,1,0,0,9.83611836216527,48.3003551496702,39,11.7076695417627,121.5,513,6.24027584517077
