"st","cty","GEOID","NAME","popData","incomeData","pov100","pov149","pov150","medRent","medValue","medAge","tenureUniverse","tenureOwn","com10","com20","com30","com40","com60","bed0","bed1","bed2","bed3","bed4","bed5","completePlumb","completeKitch","edHighSchool","edSomeColl","edBach","zeroCar","grapi","NAME2","GEOID2","city","logInc","thouInc","pct100","pct149","pct150","pctWht","pctBlk","pctAsn","pluWht","pctHisp","pluBlk","pluAsn","pluHisp","logMedRent","hunMedRent","logHousVal","thouHousVal","pctOwn","comBl10","pctUnemp","edGrad","singParentHH"
8,1,"08001008551","Census Tract 85.51, Adams County, Colorado",1365,38929,12,21,640,NA,458200,11,368,335,10.3741496598639,16.3265306122449,22.6190476190476,27.3809523809524,10.2040816326531,0,1.6304347826087,7.60869565217391,28.2608695652174,30.1630434782609,32.3369565217391,100,100,22.9965156794425,10.5691056910569,30.1974448315912,1.90217391304348,NA,"Census Tract 85.51, Adams County, Colorado","08001008551","DENVER, CO",10.5694947531438,38.929,1.78306092124814,3.12035661218425,95.0965824665676,82.7106227106227,0.879120879120879,15.2380952380952,NA,19.1941391941392,0,0,0,NA,NA,13.0350610490015,458.2,91.0326086956522,13.0952380952381,0.145985401459854,13.588850174216,1.08695652173913
8,1,"08001008548","Census Tract 85.48, Adams County, Colorado",1556,41607,0,22,876,1433,242400,NA,562,413,14.2196531791908,19.8843930635838,25.7803468208092,27.8612716763006,9.94219653179191,0,0,28.169014084507,57.9225352112676,9.6830985915493,4.22535211267606,98.7544483985765,99.8220640569395,21.9330855018587,29.182156133829,19.2379182156134,0,22.6,"Census Tract 85.48, Adams County, Colorado","08001008548","DENVER, CO",10.6360237013244,41.607,0,2.44988864142539,97.5501113585746,91.2596401028278,2.5706940874036,2.50642673521851,NA,33.8688946015424,0,0,0,7.26752542782817,14.33,12.3983445331773,242.4,73.4875444839858,2.3121387283237,1.62689804772234,12.2676579925651,27.2241992882562
8,1,"08001008709","Census Tract 87.09, Adams County, Colorado",7990,20807,507,285,2098,836,137700,51,2447,836,27.2535211267606,15.1760563380282,25.6338028169014,8.59154929577465,12.3943661971831,3.23208722741433,15.6931464174455,28.816199376947,36.7601246105919,12.0327102803738,3.46573208722741,100,100.4086636698,39.2012494422133,12.1374386434627,4.14993306559572,18.4715978749489,31.3,"Census Tract 87.09, Adams County, Colorado","08001008709","DENVER, CO",9.94304474753458,20.807,17.5432525951557,9.86159169550173,72.5951557093426,79.9624530663329,5.15644555694618,0.362953692115144,NA,68.8235294117647,0,0,0,6.7286286130847,8.36,11.8328326847167,137.7,34.1642827952595,10.9507042253521,15.6918687589158,1.31637661758144,31.1810380057213
8,1,"08001008706","Census Tract 87.06, Adams County, Colorado",5140,22216,225,149,1770,965,148800,57,1524,869,29.5708955223881,24.5335820895522,21.035447761194,8.30223880597015,8.95522388059701,2.07961972667855,9.92275698158051,40.2852049910873,30.9566250742721,12.2400475341652,4.51574569221628,100,106.889763779528,36.0912052117264,8.99022801302932,4.4299674267101,4.7244094488189,33.4,"Census Tract 87.06, Adams County, Colorado","08001008706","DENVER, CO",10.0085680289866,22.216,10.4944029850746,6.94962686567164,82.5559701492537,87.9571984435798,2.7431906614786,0.175097276264591,NA,66.9066147859922,0,0,0,6.87212810133899,9.65,11.9103584013811,148.8,57.0209973753281,7.60261194029851,7.10336027222458,3.25732899022801,26.4435695538058
8,1,"08001009502","Census Tract 95.02, Adams County, Colorado",4342,24375,169,210,1711,1193,183100,61,1286,992,38.2823871906841,21.7855409995148,19.893255701116,6.64725861232411,8.49102377486657,2.45901639344262,1.8628912071535,22.5782414307004,36.3636363636364,26.6766020864382,10.0596125186289,100,103.576982892691,34.7303332188251,25.0085881140502,6.45826176571625,1.39968895800933,24.4,"Census Tract 95.02, Adams County, Colorado","08001009502","DENVER, CO",10.101313295866,24.375,8.08612440191388,10.0478468899522,81.866028708134,80.1013357899586,0.391524643021649,2.60248733302626,NA,65.4076462459696,0,0,0,7.08422642209792,11.93,12.1177877306626,183.1,77.1384136858476,4.90053372149442,6.43350604490501,2.54208175884576,25.5054432348367
8,1,"08001009407","Census Tract 94.07, Adams County, Colorado",5369,30897,159,211,2359,1175,198600,44,1759,1015,28.2428355957768,25.6033182503771,15.7616892911011,19.6455505279035,6.07088989441931,0.502793296089385,6.59217877094972,22.122905027933,33.1284916201117,24.5251396648045,13.1284916201117,100,101.762364980102,28.9181286549708,19.5906432748538,12.4853801169591,3.24047754405912,28.5,"Census Tract 94.07, Adams County, Colorado","08001009407","DENVER, CO",10.3384143707939,30.897,5.82631000366435,7.73176987907658,86.4419201172591,75.6751722853418,1.35965729186068,4.50735704972993,NA,40.1192028310672,0,0,0,7.06902342657826,11.75,12.1990480305932,198.6,57.7032404775441,4.67571644042232,9.65112487773068,4.91228070175439,24.5025582717453
8,1,"08001008901","Census Tract 89.01, Adams County, Colorado",2400,25029,91,118,722,1144,135200,62,710,443,29.4182217343578,15.3677277716795,20.417124039517,10.2085620197585,7.79363336992316,0,0.916230366492147,27.8795811518325,51.8324607329843,16.3612565445026,3.01047120418848,100,107.605633802817,33.8319088319088,22.5071225071225,4.77207977207977,7.46478873239437,31.4,"Census Tract 89.01, Adams County, Colorado","08001008901","DENVER, CO",10.1277904315702,25.029,9.77443609022556,12.6745435016112,77.5510204081633,82.25,6.41666666666667,0.25,NA,58.5416666666667,0,0,0,7.04228617193974,11.44,11.814510442591,135.2,62.3943661971831,16.794731064764,8.3495145631068,1.42450142450142,22.5352112676056
8,1,"08001008606","Census Tract 86.06, Adams County, Colorado",6576,24714,429,204,2450,938,160700,40,2242,1026,20,15.8904109589041,18.2534246575342,18.3561643835616,3.83561643835616,2.08695652173913,15.1739130434783,36.2173913043478,28.9130434782609,15.1304347826087,2.47826086956522,100,102.586975914362,37.1504339440694,14.946962391514,10.2459016393443,10.7047279214987,28.3,"Census Tract 86.06, Adams County, Colorado","08001008606","DENVER, CO",10.1151251636641,24.714,13.9150178397665,6.61693156016867,79.4680506000649,78.4063260340633,0.0152068126520681,6.88868613138686,NA,58.1964720194647,0,0,0,6.84374994900622,9.38,11.9872945517256,160.7,45.7627118644068,23.6643835616438,5.18767165090021,3.76084860173578,30.5530776092774
8,1,"08001009606","Census Tract 96.06, Adams County, Colorado",2773,20905,220,62,1156,868,187800,44,1038,368,25.6062767475036,22.8958630527817,25.320970042796,8.91583452211127,10.2710413694722,1.04712041884817,26.5270506108202,28.8830715532286,29.1448516579407,9.59860383944154,4.79930191972077,99.2292870905588,104.527938342967,31.9502074688797,13.9893301719028,10.6105512744517,11.6570327552987,38.5,"Census Tract 96.06, Adams County, Colorado","08001009606","DENVER, CO",9.94774364379067,20.905,15.2990264255911,4.3115438108484,80.3894297635605,86.4406779661017,0.973674720519293,0.180310133429499,NA,67.9047962495492,0,0,0,6.76619171466035,8.68,12.1431328457563,187.8,35.4527938342967,6.99001426533524,2.79441117764471,3.2009484291642,23.2177263969172
8,1,"08001009408","Census Tract 94.08, Adams County, Colorado",4539,53406,39,46,2492,1808,334900,16,1655,1276,24.8637316561845,17.2327044025157,18.2389937106918,25.0314465408805,2.72536687631027,1.5625,2.34375,19.53125,48.4375,21.5401785714286,6.58482142857143,100,107.673716012085,12.3472668810289,19.2282958199357,33.8263665594855,2.7190332326284,25.8,"Census Tract 94.08, Adams County, Colorado","08001009408","DENVER, CO",10.885678378187,53.406,1.51338766006985,1.78502134264649,96.7015909972837,85.2170081515752,1.56422119409562,7.68891826393479,NA,12.7340823970037,0,0,0,7.49997654095212,18.08,12.7215872587823,334.9,77.0996978851964,11.9077568134172,2.26244343891403,22.9260450160772,15.8912386706949
