"GEOID","NAME","variable","estimate","moe","pct100","pct149","pct150","universe","white","black","asian","hispuniverse","hisp","pctWht","pctBlk","pctAsn","pctHisp","pluWht","pluBlk","pluAsn","pluHisp","loginc","pctOwn","medAge","logHousVal","thouHousVal","medRent","logMedRent"
"34001012200","Census Tract 122, Atlantic County, New Jersey","B01001_001",5128,530,11.8161925601751,5.38293216630197,82.800875273523,5128,1837,2775,119,5128,1957,0.358229329173167,0.541146645865835,0.0232059282371295,0.381630265210608,0,1,0,0,9.909569022852,62.5858123569794,54,12.0708254961221,174.7,1041,6.94793706861497
"34001012302","Census Tract 123.02, Atlantic County, New Jersey","B01001_001",3383,188,1.76263219741481,0.646298472385429,97.5910693301998,3383,3037,21,287,3383,427,0.897723913686077,0.00620750812887969,0.0848359444280225,0.126219331953887,1,0,0,0,10.6264362243329,85.6121537086685,51,12.4399582933763,252.7,1894,7.54644627374602
"34001012401","Census Tract 124.01, Atlantic County, New Jersey","B01001_001",3108,224,6.5345080763583,7.56240822320118,85.9030837004405,3108,2634,112,197,3108,271,0.847490347490347,0.036036036036036,0.0633848133848134,0.0871943371943372,1,0,0,0,10.2077685966433,87.2881355932203,58,12.298195934406,219.3,1011,6.91869521902047
"34001012402","Census Tract 124.02, Atlantic County, New Jersey","B01001_001",2046,125,5.89390962671906,3.83104125736739,90.2750491159135,2046,1838,35,59,2046,157,0.898338220918866,0.0171065493646139,0.0288367546432063,0.0767350928641251,1,0,0,0,10.487043056466,94.6172248803828,61,12.3462692760235,230.1,1567,7.35691824235602
"34001012501","Census Tract 125.01, Atlantic County, New Jersey","B01001_001",2750,214,NA,NA,NA,2750,2470,33,56,2750,388,0.898181818181818,0.012,0.0203636363636364,0.141090909090909,1,0,0,0,10.5191325455666,72.4206349206349,41,12.5117174183561,271.5,1386,7.23417717974985
"34001012502","Census Tract 125.02, Atlantic County, New Jersey","B01001_001",1523,133,NA,NA,NA,1523,1398,0,104,1523,57,0.917925147734734,0,0.0682862770847013,0.0374261326329613,1,0,0,0,10.624249900129,83.1632653061224,51,12.5046946580203,269.6,1770,7.47873482556787
"34001012602","Census Tract 126.02, Atlantic County, New Jersey","B01001_001",1407,100,1.25786163522013,1.88679245283019,96.8553459119497,1407,1351,19,28,1407,7,0.960199004975124,0.0135039090262971,0.0199004975124378,0.00497512437810945,1,0,0,0,10.5455256322702,89.3536121673004,53,12.6115377536383,300,1556,7.34987370473834
"34001012701","Census Tract 127.01, Atlantic County, New Jersey","B01001_001",3303,268,2.81456953642384,4.74613686534216,92.439293598234,3303,2701,400,123,3303,474,0.81774144716924,0.121102028458977,0.0372388737511353,0.143505903723887,1,0,0,0,10.2522412057269,62.3647604327666,51,12.3072745260391,221.3,1190,7.08170858610557
"34001012702","Census Tract 127.02, Atlantic County, New Jersey","B01001_001",1774,199,8.07799442896936,7.79944289693593,84.1225626740947,1774,1214,448,62,1774,126,0.684329199549042,0.252536640360767,0.0349492671927847,0.0710259301014656,1,0,0,0,10.2946170618769,52.9819694868239,50,12.3401663800109,228.7,560,6.32793678372919
"34001012801","Census Tract 128.01, Atlantic County, New Jersey","B01001_001",4061,347,6.30769230769231,14.6153846153846,79.0769230769231,4061,2957,639,190,4061,550,0.728145776902241,0.157350406303866,0.046786505786752,0.135434622014282,1,0,0,0,10.0559940242509,45.4766241651488,54,12.2263653487979,204.1,926,6.83087423464618
"34001012802","Census Tract 128.02, Atlantic County, New Jersey","B01001_001",1548,126,7.7615298087739,1.91226096737908,90.326209223847,1548,1455,26,47,1548,197,0.939922480620155,0.0167958656330749,0.0303617571059432,0.127260981912145,1,0,0,0,10.3985800573131,69.5290858725762,52,12.3117830999523,222.3,1179,7.07242190053737
"34001013000","Census Tract 130, Atlantic County, New Jersey","B01001_001",3285,213,4.35339308578745,6.40204865556978,89.2445582586428,3285,3101,49,37,3285,58,0.943987823439878,0.0149162861491629,0.0112633181126332,0.0176560121765601,1,0,0,0,10.480802917571,84.5437616387337,57,13.0784114898751,478.5,1037,6.94408720822953
"34001013101","Census Tract 131.01, Atlantic County, New Jersey","B01001_001",1240,140,0.191570881226054,1.72413793103448,98.0842911877395,1240,1221,14,5,1240,25,0.984677419354839,0.0112903225806452,0.00403225806451613,0.0201612903225806,1,0,0,0,10.7373093023788,96.6499162479062,62,13.2996723923747,597,NA,NA
"34001013102","Census Tract 131.02, Atlantic County, New Jersey","B01001_001",1725,231,6.22362869198312,1.37130801687764,92.4050632911392,1725,1557,124,24,1725,64,0.902608695652174,0.0718840579710145,0.0139130434782609,0.0371014492753623,1,0,0,0,10.4619884334794,56.1165048543689,49,12.7759216097456,353.6,1146,7.04403289727469
"34001013201","Census Tract 132.01, Atlantic County, New Jersey","B01001_001",3275,496,14.6202980837473,8.80056777856636,76.5791341376863,3275,2293,73,769,3275,1056,0.700152671755725,0.0222900763358779,0.234809160305344,0.322442748091603,1,0,0,0,9.83772161176051,45.3947368421053,58,12.7113830886081,331.5,1104,7.00669522683704
"34001013202","Census Tract 132.02, Atlantic County, New Jersey","B01001_001",2327,240,8.85122410546139,5.1789077212806,85.969868173258,2327,2077,39,165,2327,423,0.892565535023636,0.0167597765363128,0.0709067468844005,0.181779114740009,1,0,0,0,10.057323897251,64.0952380952381,49,12.2524790183443,209.5,1054,6.96034772910131
"34001013301","Census Tract 133.01, Atlantic County, New Jersey","B01001_001",2259,323,7.80821917808219,6.98630136986301,85.2054794520548,2259,2068,45,53,2259,211,0.915449313855688,0.0199203187250996,0.0234617087206729,0.0934041611332448,1,0,0,0,10.2021095650262,61.4968440036069,62,12.7305052727024,337.9,731,6.59441345974978
"34001013302","Census Tract 133.02, Atlantic County, New Jersey","B01001_001",2644,443,9.55315870570108,5.23882896764253,85.2080123266564,2644,2284,187,148,2644,653,0.863842662632375,0.0707261724659607,0.0559757942511346,0.246974281391831,1,0,0,0,10.2058119017248,59.3085106382979,58,12.6018240614507,297.1,1129,7.02908756414966
"34001013500","Census Tract 135, Atlantic County, New Jersey","B01001_001",2635,191,0.173913043478261,1.91304347826087,97.9130434782609,2635,2460,73,59,2635,125,0.933586337760911,0.0277039848197343,0.0223908918406072,0.047438330170778,1,0,0,0,10.7259729717252,84.8754448398576,49,13.187589162322,533.7,1673,7.42237370098682
"34001983400","Census Tract 9834, Atlantic County, New Jersey","B01001_001",2357,271,NA,NA,NA,2357,1922,220,87,2357,223,0.815443360203649,0.0933389902418328,0.0369113279592703,0.0946117946542215,1,0,0,0,8.03463103292311,52.1739130434783,58,NA,NA,NA,NA
"34001990000","Census Tract 9900, Atlantic County, New Jersey","B01001_001",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34009020101","Census Tract 201.01, Cape May County, New Jersey","B01001_001",3964,395,5.84632516703786,3.89755011135857,90.2561247216036,3964,3163,193,185,3964,415,0.797931382441978,0.0486881937436932,0.0466700302724521,0.104692230070636,1,0,0,0,10.2897018810522,53.792735042735,57,13.0974557416981,487.7,1062,6.96790920180188
"34009020102","Census Tract 201.02, Cape May County, New Jersey","B01001_001",2377,351,11.1615245009074,7.71324863883848,81.1252268602541,2377,2023,0,0,2377,363,0.851072780816155,0,0,0.152713504417333,1,0,0,0,10.187274549019,61.5314494074749,43,13.2315764623776,557.7,1125,7.02553831463852
"34009020201","Census Tract 202.01, Cape May County, New Jersey","B01001_001",1428,162,1.02040816326531,1.70068027210884,97.2789115646258,1428,1392,0,32,1428,0,0.974789915966387,0,0.0224089635854342,0,1,0,0,0,10.8239296555328,76.555023923445,60,13.5035357929434,732,1019,6.92657703322272
"34009020203","Census Tract 202.03, Cape May County, New Jersey","B01001_001",1992,243,NA,NA,NA,1992,1990,2,0,1992,0,0.998995983935743,0.00100401606425703,0,0,1,0,0,0,10.3772341680607,65.3919694072658,31,13.4196491859988,673.1,1029,6.93634273583405
"34009020205","Census Tract 202.05, Cape May County, New Jersey","B01001_001",866,117,2.03045685279188,3.04568527918782,94.9238578680203,866,851,8,0,866,19,0.982678983833718,0.0092378752886836,0,0.0219399538106236,1,0,0,0,10.3654590100846,85.2272727272727,38,13.2030212804218,542,1241,7.12367278520461
"34009020206","Census Tract 202.06, Cape May County, New Jersey","B01001_001",803,119,4.22077922077922,1.62337662337662,94.1558441558442,803,803,0,0,803,4,1,0,0,0.0049813200498132,1,0,0,0,10.764096426983,82.2916666666667,34,13.11211100094,494.9,1300,7.17011954344963
