"st","cty","GEOID","NAME","popData","incomeData","pov100","pov149","pov150","medRent","medValue","medAge","tenureUniverse","tenureOwn","com10","com20","com30","com40","com60","bed0","bed1","bed2","bed3","bed4","bed5","completePlumb","completeKitch","edHighSchool","edSomeColl","edBach","zeroCar","grapi","NAME2","GEOID2","city","logInc","thouInc","pct100","pct149","pct150","pctWht","pctBlk","pctAsn","pluWht","pctHisp","pluBlk","pluAsn","pluHisp","logMedRent","hunMedRent","logHousVal","thouHousVal","pctOwn","comBl10","pctUnemp","edGrad","singParentHH"
39,103,"39103408301","Census Tract 4083.01, Medina County, Ohio",3351,43032,77,0,1788,1095,204700,32,1284,914,14.8345153664303,18.4397163120567,21.6312056737589,17.9669030732861,10.9338061465721,0,3.65398956002983,26.2490678598061,19.3139448173005,40.1938851603281,10.5891126025354,100,102.180685358255,19.7207678883072,15.4886561954625,34.9476439790576,0,18.2,"Census Tract 4083.01, Medina County, Ohio","39103408301","CLEVELAND-LORAIN-ELYRIA, OH",10.6696993039531,43.032,4.12868632707775,0,95.8713136729223,93.2259027156073,2.50671441360788,2.80513279618024,NA,1.43240823634736,0,0,0,6.9985096422506,10.95,12.2293007716494,204.7,71.183800623053,16.193853427896,2.79214064115822,17.0593368237347,6.07476635514019
39,103,"39103403002","Census Tract 4030.02, Medina County, Ohio",3191,40934,18,31,1583,988,231600,26,1138,1065,22.9487179487179,14.8717948717949,15.1923076923077,26.0897435897436,10.6410256410256,0,0.790861159929701,13.0052724077329,51.8453427065026,27.2407732864675,7.11775043936731,100,100,32.393084622384,18.1528662420382,26.2966333030027,0.790861159929701,23.1,"Census Tract 4030.02, Medina County, Ohio","39103403002","CLEVELAND-LORAIN-ELYRIA, OH",10.6197162925394,40.934,1.10294117647059,1.89950980392157,96.9975490196078,98.1197116891257,0.376057662174867,0.626762770291445,NA,1.37887809464118,0,0,0,6.89568269774787,9.88,12.352767024681,231.6,93.585237258348,10.2564102564103,4.7481181239143,8.68971792538671,9.49033391915641
39,103,"39103405000","Census Tract 4050, Medina County, Ohio",4549,43236,47,84,2081,1161,287900,31,1644,1480,27.4444969296174,29.239489844119,16.1076995748701,19.130845536136,1.46433632498819,0.520231213872832,0,16.3583815028902,33.8728323699422,43.5260115606936,5.72254335260116,100,105.231143552311,22.6216990136812,17.6582882596246,30.2577155583837,2.06812652068127,35.6,"Census Tract 4050, Medina County, Ohio","39103405000","CLEVELAND-LORAIN-ELYRIA, OH",10.6744287605361,43.236,2.124773960217,3.79746835443038,94.0777576853526,96.1969663662343,0,2.11035392393933,NA,0.307759947241152,0,0,0,7.05703698169789,11.61,12.5703684766003,287.9,90.0243309002433,6.61313179026925,3.07955517536356,17.6901049952275,7.54257907542579
39,103,"39103415100","Census Tract 4151, Medina County, Ohio",4358,36855,56,16,2191,1213,206100,27,1435,1330,24.0207645115621,19.2071731949033,24.6814535158093,13.874469089193,8.35299669655498,0,1.03806228373702,3.52941176470588,36.401384083045,52.1799307958478,6.85121107266436,100,100,32.9394915861081,21.3032581453634,24.5614035087719,0,22.8,"Census Tract 4151, Medina County, Ohio","39103415100","CLEVELAND-LORAIN-ELYRIA, OH",10.5147465736234,36.855,2.47459125055236,0.70702607158639,96.8183826778613,97.3841211564938,1.14731528223956,0.734281780633318,NA,0.275355667737494,0,0,0,7.10085190894405,12.13,12.2361167668786,206.1,92.6829268292683,9.86314299197735,4.95458298926507,8.62871464375224,10.1045296167247
39,103,"39103404000","Census Tract 4040, Medina County, Ohio",4024,34294,12,18,2083,NA,216300,39,1518,1483,19.5729537366548,23.1825114387392,16.2175902389426,21.3523131672598,6.96492119979664,3.15151515151515,1.09090909090909,9.75757575757576,41.7575757575758,37.4545454545455,6.78787878787879,100,107.114624505929,22.6166328600406,22.3799864773496,28.7018255578093,0,NA,"Census Tract 4040, Medina County, Ohio","39103404000","CLEVELAND-LORAIN-ELYRIA, OH",10.4427256907388,34.294,0.56791292001893,0.851869380028396,98.5802176999527,98.9562624254473,0,1.04373757455268,NA,2.98210735586481,0,0,0,NA,NA,12.2844216119412,216.3,97.6943346508564,12.709710218607,2.28206298493838,10.0405679513185,10.6060606060606
39,103,"39103407000","Census Tract 4070, Medina County, Ohio",6673,34721,89,52,2912,1403,288100,17,2201,2042,29.9142367066895,19.7598627787307,18.2847341337907,22.8816466552316,3.32761578044597,1.03743797925124,0,10.4194857916103,36.9869192602616,46.4140730717185,5.14208389715832,100,100.136301681054,23.4928670041417,19.6732627703636,28.1868384721583,1.45388459791004,27.6,"Census Tract 4070, Medina County, Ohio","39103407000","CLEVELAND-LORAIN-ELYRIA, OH",10.4550999702028,34.721,2.91516541107108,1.70324271208647,95.3815918768424,92.7019331634947,1.93316349468005,2.93720965083171,NA,1.99310654877866,0,0,0,7.24636808010246,14.03,12.5710629210726,288.1,92.7760109041345,5.83190394511149,6.12855007473842,17.9475379659457,14.6751476601545
39,103,"39103408202","Census Tract 4082.02, Medina County, Ohio",5351,38735,45,67,2728,813,183400,28,2005,1569,22.5890207715134,15.0593471810089,12.5,26.3353115727003,9.68100890207715,3.84976525821596,1.17370892018779,19.6713615023474,31.7370892018779,39.6244131455399,3.94366197183099,100,100.997506234414,27.3847035233457,20.5671727298768,30.1632769979948,6.98254364089776,25.4,"Census Tract 4082.02, Medina County, Ohio","39103408202","CLEVELAND-LORAIN-ELYRIA, OH",10.564498863066,38.735,1.58450704225352,2.35915492957746,96.056338028169,96.9351523079798,1.23341431508129,0.373761913660998,NA,0.392450009344048,0,0,0,6.70073110954781,8.13,12.1194248388045,183.4,78.2543640897756,13.8353115727003,2.74339243894279,7.24720710398167,11.3216957605985
39,103,"39103408302","Census Tract 4083.02, Medina County, Ohio",10211,39568,165,107,4764,829,180300,36,3463,2799,27.7880468268638,16.5742452248922,18.4637502567262,17.2520024645718,7.68124871636886,1.4018691588785,2.33644859813084,18.8840021990104,32.1880153930731,38.5376580538758,6.65200659703134,99.5379728559053,103.291943401675,17.1213979153893,20.2789699570815,32.9705702023299,3.08980652613341,26.5,"Census Tract 4083.02, Medina County, Ohio","39103408302","CLEVELAND-LORAIN-ELYRIA, OH",10.5857759897612,39.568,3.27640984908658,2.12470214455917,94.5988880063543,95.5244344334541,2.28185290373127,1.17520321222211,NA,0.979336010185095,0,0,0,6.7202201551353,8.29,12.1023774091914,180.3,80.8258735200693,12.2407065105771,3.55664283025969,13.8258736971183,12.7346231591106
39,103,"39103409001","Census Tract 4090.01, Medina County, Ohio",2149,29705,20,57,1047,982,200600,40,806,706,21.3023255813953,23.5348837209302,22.1395348837209,22.5116279069767,8.74418604651163,0,0,6.75057208237986,63.2723112128146,23.6842105263158,6.2929061784897,100,103.722084367246,43.8271604938272,18.3950617283951,13.3333333333333,1.73697270471464,23,"Census Tract 4090.01, Medina County, Ohio","39103409001","CLEVELAND-LORAIN-ELYRIA, OH",10.2990706607898,29.705,1.77935943060498,5.0711743772242,93.1494661921708,96.8822708236389,0,0,NA,2.41973010702652,0,0,0,6.88959130835447,9.82,12.20906815451,200.6,87.5930521091811,1.76744186046512,5.99835661462613,6.66666666666667,13.0272952853598
39,103,"39103417100","Census Tract 4171, Medina County, Ohio",6259,36394,78,29,2975,851,167100,46,2633,1867,30.3040427664551,29.8028733711995,12.6628800534581,6.28132308720348,5.31239558970932,0,14.028403186699,25.8053342570142,32.5251125736058,24.9047454104607,2.7364045722203,99.2783896695784,108.925180402583,27.3082223242995,21.9568213137345,26.0909508497933,3.83592859855678,20.6,"Census Tract 4171, Medina County, Ohio","39103417100","CLEVELAND-LORAIN-ELYRIA, OH",10.5021592048732,36.394,2.53082414016872,0.940947436729397,96.5282284231019,96.1655216488257,0.239654896948394,1.19827448474197,NA,0,0,0,0,6.74641212857337,8.51,12.0263477145835,167.1,70.9077098366882,15.6364851319746,4.40821256038647,12.540192926045,10.2164830991265
