"st","cty","GEOID","NAME","popData","incomeData","pov100","pov149","pov150","medRent","medValue","medAge","tenureUniverse","tenureOwn","com10","com20","com30","com40","com60","bed0","bed1","bed2","bed3","bed4","bed5","completePlumb","completeKitch","edHighSchool","edSomeColl","edBach","zeroCar","grapi","NAME2","GEOID2","city","logInc","thouInc","pct100","pct149","pct150","pctWht","pctBlk","pctAsn","pluWht","pctHisp","pluBlk","pluAsn","pluHisp","logMedRent","hunMedRent","logHousVal","thouHousVal","pctOwn","comBl10","pctUnemp","edGrad","singParentHH"
13,113,"13113140208","Census Tract 1402.08, Fayette County, Georgia",7538,45533,107,76,3201,1261,270000,22,2672,1783,21.5867768595041,7.66942148760331,15.1404958677686,27.702479338843,10.7768595041322,0,7.03940720781408,27.1471876052543,29.2017514314584,29.5385651734591,7.07308858201415,100,111.115269461078,10.8438909168993,19.7337341636246,38.9091689929139,0.224550898203593,24.6,"Census Tract 1402.08, Fayette County, Georgia","13113140208","ATLANTA, GA",10.7261926167797,45.533,3.16193853427896,2.24586288416076,94.5921985815603,65.9856725921995,17.3388166622446,9.85672592199522,NA,11.0639426903688,0,0,0,7.13966033596492,12.61,12.5061772379805,270,66.7290419161677,17.1239669421488,6.89564068692206,15.5250161047885,15.0823353293413
13,113,"13113140303","Census Tract 1403.03, Fayette County, Georgia",4828,35575,69,155,1825,1245,262300,33,1690,1301,35.0757971772086,16.5185572399373,10.8207004704652,13.1730266596968,7.57971772085729,0,3.77464788732394,8.56338028169014,37.9154929577465,35.830985915493,13.9154929577465,100,103.313609467456,19.3061355605525,18.6315451333119,32.0269836170896,2.84023668639053,32,"Census Tract 1403.03, Fayette County, Georgia","13113140303","ATLANTA, GA",10.4793984229581,35.575,3.36749633967789,7.56466569058077,89.0678379697413,91.7149958574979,2.71333885666943,3.68682684341342,NA,4.37033968516984,0,0,0,7.12689080889881,12.45,12.477244165855,262.3,76.9822485207101,16.8322007318348,5.32150776053215,18.920655316415,10.0591715976331
13,113,"13113140102","Census Tract 1401.02, Fayette County, Georgia",5312,32621,139,97,2347,1114,162500,36,1931,1650,18.0096873623954,22.5011008366358,29.3703214442977,15.147512109203,6.29678555702334,0,0.960658737419945,4.94053064958829,51.2808783165599,35.3613906678866,7.45654162854529,100,111.496633868462,27.5862068965517,23.8033968090582,19.4801852804941,2.22682547902641,23.2,"Census Tract 1401.02, Fayette County, Georgia","13113140102","ATLANTA, GA",10.3927115317444,32.621,5.38133952768099,3.75532326751839,90.8633372048006,52.2778614457831,39.5519578313253,6.38177710843374,NA,3.33207831325301,0,0,0,7.01571242048723,11.14,11.9984332807519,162.5,85.4479544277576,8.67459269044474,5.41621228644129,15.6716417910448,13.4127395132056
13,113,"13113140206","Census Tract 1402.06, Fayette County, Georgia",4543,42604,121,97,1859,873,420800,23,1628,1347,28.4646348476136,13.7435307648074,16.3887291546866,19.8389879240943,12.4784358826912,5.6969696969697,3.87878787878788,9.75757575757576,24.6666666666667,31.2727272727273,24.7272727272727,98.6486486486486,96.6216216216216,16.8878566688786,17.9163901791639,30.1260783012608,9.52088452088452,40.7,"Census Tract 1402.06, Fayette County, Georgia","13113140206","ATLANTA, GA",10.6597034245631,42.604,5.825710158883,4.67019740009629,89.5040924410207,87.211093990755,3.78604446401057,6.47149460708783,NA,5.98723310587717,0,0,0,6.7719355558396,8.73,12.9499129404056,420.8,82.7395577395577,9.08568142610696,8.27556325823224,26.2441937624419,7.49385749385749
13,113,"13113140207","Census Tract 1402.07, Fayette County, Georgia",5652,53773,40,38,2681,1289,343900,23,2281,1676,21.0505212510024,16.2790697674419,21.3712910986367,15.7979149959904,8.86126704089816,0,13.6712095400341,13.1175468483816,22.3594548551959,30.664395229983,20.1873935264055,99.5177553704516,100.876808417361,11.2325285895807,12.2490470139771,41.1689961880559,4.51556334940815,25,"Census Tract 1402.07, Fayette County, Georgia","13113140207","ATLANTA, GA",10.8925267614406,53.773,1.44980065241029,1.37731061978978,97.1728887277999,82.5725406935598,5.11323425336164,7.73177636234961,NA,4.81245576786978,0,0,0,7.16162200293919,12.89,12.7481061964204,343.9,73.4765453748356,16.6399358460305,2.57768361581921,24.1168996188056,9.20648838228847
13,113,"13113140406","Census Tract 1404.06, Fayette County, Georgia",3703,26522,144,103,1233,1132,144800,32,1475,996,25.2941176470588,13.1617647058824,20.2941176470588,12.2058823529412,20.6617647058824,0,1.46124523506989,23.6975857687421,58.2592121982211,12.1982210927573,4.38373570520966,99.2542372881356,106.71186440678,27.5061124694377,23.3088834555827,24.7351263243684,2.71186440677966,42.5,"Census Tract 1404.06, Fayette County, Georgia","13113140406","ATLANTA, GA",10.1857298562375,26.522,9.72972972972973,6.95945945945946,83.3108108108108,55.1174723197407,30.4617877396705,1.32325141776938,NA,7.83148798271672,0,0,0,7.03174125876313,11.32,11.8831087589338,144.8,67.5254237288136,8.38235294117647,16.7914438502674,8.80195599022005,20.271186440678
13,113,"13113140101","Census Tract 1401.01, Fayette County, Georgia",7472,35209,298,120,2866,902,205500,33,2736,2455,20.4195345788266,18.5840707964602,24.385447394297,20.2228777450016,14.3559488692232,0,0,7.36196319018405,40.5930470347648,35.3442399454669,16.7007498295842,100,103.654970760234,26.6307485087551,19.3958052722725,22.0896671156436,0.511695906432749,29.3,"Census Tract 1401.01, Fayette County, Georgia","13113140101","ATLANTA, GA",10.4690570107233,35.209,9.07429963459196,3.65408038976857,87.2716199756395,30.232869379015,57.2537473233405,3.64025695931478,NA,9.39507494646681,1,0,0,6.80461452006262,9.02,12.2332013129184,205.5,89.7295321637427,2.03212061619141,8.48153214774282,16.5864922070425,13.0847953216374
13,113,"13113140204","Census Tract 1402.04, Fayette County, Georgia",5439,31750,215,216,2100,1094,258000,27,1730,1388,30.8658008658009,16.4069264069264,18.008658008658,20.2597402597403,11.0822510822511,0,0,9.76645435244161,32.8556263269639,36.8895966029724,20.4883227176221,100,108.901734104046,19.2608578365255,18.0199622336121,24.6021041273267,2.54335260115607,34.9,"Census Tract 1402.04, Fayette County, Georgia","13113140204","ATLANTA, GA",10.3656480043208,31.75,8.49466613986567,8.53417621493481,82.9711576451995,64.5339216767788,28.8839860268432,1.34215848501563,NA,20.7758779187351,0,0,0,6.99759598298193,10.94,12.4607148639038,258,80.2312138728324,3.37662337662338,8.09659090909091,15.8618829241975,12.3699421965318
13,113,"13113140307","Census Tract 1403.07, Fayette County, Georgia",5048,55147,7,51,2270,2679,403900,NA,1517,1469,27.670349907919,8.51749539594844,16.8508287292818,21.7771639042357,17.2651933701657,0,0,0.643500643500644,10.3603603603604,46.1389961389961,42.8571428571429,100,102.439024390244,5.12315270935961,17.2742200328407,42.2660098522167,0,19.3,"Census Tract 1403.07, Fayette County, Georgia","13113140307","ATLANTA, GA",10.9177576261033,55.147,0.300687285223368,2.19072164948454,97.5085910652921,89.5800316957211,6.14104595879556,1.18858954041204,NA,3.72424722662441,0,0,0,7.89319886954461,26.79,12.9089226015515,403.9,96.8358602504944,7.91896869244936,3.41704405104981,28.5385878489327,6.26235992089651
13,113,"13113140502","Census Tract 1405.02, Fayette County, Georgia",3649,34139,31,66,1524,878,230100,29,1199,1050,22.2946544980443,28.748370273794,12.51629726206,26.7926988265971,5.47588005215124,0,3.7037037037037,10.7085346215781,43.6392914653784,26.8921095008052,15.0563607085346,100,103.586321934946,26.8462206776716,23.892267593397,29.5829713292789,4.67055879899917,42.1,"Census Tract 1405.02, Fayette County, Georgia","13113140502","ATLANTA, GA",10.4381957047654,34.139,1.91239975323874,4.0715607649599,94.0160394818014,93.5872841874486,3.01452452726774,0.356261989586188,NA,1.94573855850918,0,0,0,6.77764659363512,8.78,12.3462692760235,230.1,87.5729774812344,4.17209908735332,3.31807780320366,5.86446568201564,10.0917431192661
